Unnamed: 0,ID,Text,Label
1669,1670,"Ata kothay dada plzz bolo,jayga tar nam bolo,plzzz",0
3114,3115,@M. ALI নাম্বার কিসের জন্য,0
310,311,কুকুরের পেটে ঘী হজম হয় না,0
1753,1754,কুত্তার মতো পিটবো খানকির মেয়েকে বেয়াদব খারাপ,1
256,4083,Sala vikari choda....ekhn takar mukh dekhe....nijeke...honu vabche,1
1535,1536,"বাহ রানু দি বাহ
কথা গুলো ভালো লাগলো 👍",0
3183,3184,"Je lokta host krche mane je golpo take represent korche ei loktar kotha bolar
style ta just joghonno...ektuo valo lgena.....",0
3576,3577,Toder ranu di r theke amader hero alom onk valo..kokhono ohonkar kore nai..,0
331,4158,Amaro a ki kotha....ay jono bangla flim ay obesta,0
3618,3619,Pagli magi,1
1170,5954,awesome hoye6e boss ami tmr sathe ekdam ekmot,0
3340,3341,"Bokachoda ora pater jalai kora.. bokachoda.
Tor kaj nai randi bachha",1
907,908,Khanki maggi,1
3725,3726,@SOU-MO -TION nam ki channel er,0
908,5692,ki dile dada,0
795,5579,darun darun...,0
3810,3811,Right yrr,0
541,4368,Video ta darun hoye6e.,0
498,4325,Ha vai atai sotti,0
1610,1611,bes rog roge prem,0
1858,1859,ভায় জায়গা টা কোথায়,0
1938,1939,ক্যানো ভাই,0
2097,2098,এসব কিছু ইন্ডিয়াতেই সম্ভব,0
860,4687,WB kon khane ?,0
685,686,Ranu Mondol k gutor bari mar,0
1064,5848,darun hoyeche,0
149,150,ek balti ukun ki ki apnar mathay paltachen??😂😂😹😹,0
2679,2680,Nice dada khub bhalo laglo😍😍,0
1928,1929,দাদা এই ভিডিও টা করে ভালো করেছ।,0
262,5046,kub vlo laglo video ta sotti osadharon,0
184,4968,darun hoyeche,0
3126,3127,Daaaarun Bhai.,0
632,5416,randi saliii,1
848,4675,চুতমারানীমন্ডল....ফকিন্নি শালী।কথার কি চুদন।,1
609,5393,sali sowar ki shakal,0
3127,3128,Bhikhari ranu mondal,0
1982,1983,Hotat Kore vikhary borolok hole emontai hoy.j jeta paoar joggo kokhonoi cilona,0
3759,3760,Tor mukhe poka poruk khanki magi,1
3245,3246,Ai mohila k juta khule mara dorkar.faltu akdom 😡😡,0
567,568,Hmm bhai apni kintu akdom thik bolechen,0
405,5189,"ভাই ভিডিওটা তো খারাপ লাগার প্রশ্নই আসে না রানুর মত নিমুখারাম দুনিয়াতে আর
একটাও হয় না থাকতো কিসের মত জানো পাক্কা খাটাস আর বলে কিনা সে পরিষ্কার ছিল আরে
কৃতজ্ঞতাবোধ শিখতে হলে বাংলাদেশ আয় আর গলি বয় রানা থেকে কিছু শিখ",0
198,4025,Tor maa bokacho,1
7,8,অমানুষ,0
2286,2287,Boca choda ato attitude kiser,1
2529,2530,😁😁😁😁,0
2820,2821,😁😁😁😁😁😁,0
2377,2378,"Ai suarer bachara tora musolman musolman kor 6is keno toder hindur jat ra ai
sob kore na. Ki
Ke hindu ar ke muslim amra sobai manus je ba jara ai kaj korbe tader aktai
sasti ar se ta holo fasi .mirtu.",0
22,23,ha ha ha,0
3768,3769,Aapni jannen je aapni bhikari,0
2217,2218,"ওর নাম নিতেও ঘৃণা লাগছে
ওকে ঘুরে ভিখারী বানিয়ে ছেড়ে দও",0
3743,3744,Are baba ranu bhikhari ke Ami ghrina kori,0
785,786,"রানু মন্ডলের সুরেলা কণ্ঠ যেমন উচ্চ প্রসংশার দাবি রাখে ..তেমনি অকৃতজ্ঞার
ধিক্কার",0
2517,2518,Magi ranu nega v..... R ak jonk vickary bola,1
929,5713,sesher kotha gulo valo laglo thanks dada,0
60,61,বারাইপুর টেশনের ল্যাবে কত দূর যেতে হবে বলুন প্লিজ,0
910,4737,Meye r maa eki character er chi,1
638,639,ছি ছি ছি এসব ভিডিও দেখাও পাপ,0
2205,2206,Tomar prottekta kotha thik🙃🙃😂😂,0
398,4225,Tik bolachen apni okay aber fikare bania den,0
2125,2126,এক দম ঠিক দাদা,0
3524,3525,"Valobasa pap na valobasai kono somporko lage na Valobasa mane ak sathe bachea
na thaklau ak sathe more ja a",0
3309,3310,Aar tomader deshi nei bujhi. Jeno soti sabitri. Beshi nyakamo korona,1
750,4577,"Just awesome, Jake bole fatafati😂🤣😂☺️",0
277,5061,😂😂😂🤣🤣,0
1085,1086,ইনকাম করার জন্য আরও অনেক রাস্তা থাকতে পারে সমাজটাকে এভাবে নষ্ট করা ঠিক নয়,0
1920,1921,Sali ke juto mere bidai koro,0
366,5150,রানুর মুখে ঢুকিয়ে দাও মানে মানে খাবার খাবার ও খেতে পায় না তো,0
2901,2902,Ak dam thik katha,0
1113,5897,khotha gulo akdom tik... darun hoyeche..... 👍👍👍👍👍👍👍,0
1542,1543,Kutta Mukesh ke khilaf mar bhi,0
1185,5969,darun diyacho 😂😂,0
1086,1087,"Ranu mondal ekta baje singer gaan toh gaite paris na edhike rata rati singer
nijeke super star mone korchis.....oshobho ekta ukin ala mohila......",0
449,4276,পাগল ছাগল,0
1115,5899,maratok.....dada😂😂,0
437,438,Thik kotha,0
1584,1585,2 toi pagol,0
685,5469,"সালা পাগল, ভয়েজ কই,সালা তুই ই শিক্ষক",0
1438,1439,Hmmmm hoy,0
1912,1913,"r8, akdom shotti kota",0
2101,2102,Tomar oto fatche kano???,0
286,5070,sera sera😌🤣,0
1126,5910,lasta ja bola cho tik ...ohinkar valo noy 😶😶darun bolacho 😘😘😘,0
1352,1353,"Ata ke, amra ektu kichu palai lafai ata or na amader bhul",0
967,5751,একদম ঠিক বলেছেন ।,0
473,5257,khepach*da.....chotto chele..,1
2335,2336,"বাহ চুদিরভাই বাহ আর কোন ভিডিও পেলি না এসব করে কি ফল হবে ওরা পেটের দায়ে সব
রাস্তায় নেমেছে তোমাদের মতো ভালো মানুষ এসব কাজ করে সমাজের উচ্চ পর্যায়ের
লোকেরা এসব করে অগোচরে",1
1911,1912,Wah ki kotha jara dosh koreni tader o fasi debe kono kicchu Bojhena,0
13,4797,police ai rokom na,0
233,5017,kub valo dada thanks,0
