Unnamed: 0,ID,Text,Label
1713,1714,Ek dom thik,0
406,4233,Ok aber bhikiri kore din,0
380,381,Baler prem ata prem na ata nongrami,0
1117,5901,last ktha ta khub dami bolecho❤,0
399,5183,রানু এবং তার মেয়েকে পাবনা হাসপাতালে পাঠাতে হবে।,0
29,3856,Sali bhikhari,0
655,4482,"এই সমাজ কোন সমাজ ? কি দিয়ে তৈরি বলতে পারেন ?এই কীট গুলোকে রোলারের তলায় পিষে
মারা দরকার জানোয়ার কোথাকরের বাঁদর শয়তান বজ্জাত বর্বর শ্রেণী এরা এটা কি সমাজ ?",0
3783,3784,Hut Ranu ...tor ganer golai mute die...,0
940,4767,অহংকারী হলে অনিবার্য পতন হবেই।,0
1902,1903,Ei mye gulo sob toder kangladesher,0
455,5239,ranu holo standard vikari,0
683,4510,পাগল মহিলা হল রানু মন্ডল আপনি একদম ঠিক বলেছেন ভাই,0
2204,2205,"ওর চেহারা ও দাঁতগুলো দেখলে তিন দিন ধরে খেতে পারি না,,এত নোংরা কেন ওর মুখ",0
472,4299,"amio tomar sathye ek month ..রানু মণ্ডল ganta valo korte pare but shiipii hote
parena ,,karon tar montai poriskar noy",0
3728,3729,"Darun bolechho, bhai",0
2673,2674,Monttri derniyeo videkorechi,0
980,5764,last part ta best chili. onek moja peyechi,0
2844,2845,Ki dili vai.....😝😝😝😝,0
772,4599,kuttar bacca kore ki😡😡😡,0
796,5580,"tomadar a golo,kora ke hoy,,boka,choba,onno lokar, vlo ke dakta paro na,
manus,vlo korar chasta,koro tik acha,,tomadar ka kono kaj nai,,",0
3114,3115,@M. ALI নাম্বার কিসের জন্য,0
2824,2825,Akdom Right Dada....,0
1553,1554,darun bolle,0
253,4080,Darun bolecho,0
1939,1940,Sera bro,0
1672,1673,Valo lagche video ta...😍😍😍,0
1500,1501,Irritating lage ae ranu mandal er mukh ta dekhlei ... Disgusting😏😏😏,0
696,697,"@Indian village culture হাহা, দাদা মজার কথা বলছেন।",0
2083,2084,নিজেকে কি ভাবে রানু মন্ডল ভিকারি ছিলো ভিখারী থাকতো তাহলে হেব্বি মজা হতো,0
3303,3304,Tnx dada bolar jonno,0
3785,3786,🤬🤬🤬🤬🤬🤬🤬😡😡😠😠😱😡😡😡😡😡😠😠😠😠,0
1456,1457,"ভাই এটা কোন খানে বারুইপুরের কোন জায়গায় তোর নাম্বারটা একটু দিবি ভাই তোর
নাম্বারটা একটু লাগবে",0
3280,3281,রানু তো কুকুদের সাথে খেত,0
104,4888,valoi,0
766,767,"Amber hindu dorme asavabik r onny, karap kaj oke. Asa kori bujte pere6en 😏😏😏",0
18,4802,dress a meyera jadu kore,0
935,5719,এক বাঙালী কোনোদিন অন্য বাঙালীর ভালো দেখতে পারে না।,0
3142,3143,sastti chai,0
995,5779,bhogoban airlines e kore uni ranaghat theke bombay gechen,0
833,4660,akdom right dada,0
735,736,Ki kore vai bolbe please,0
2637,2638,একদম ঠিক,0
1824,1825,Darun dada darun❤️❤️❤️❤️,0
2960,2961,পরি কে আমার অনেক বেশী কিউট লাগে,0
3669,3670,ফালতু মিডিয়া ।লজ্জা করে না অন্যদের সম্পর্কে অশালীন মন্তব্য করতে!,0
2620,2621,কোথায় ?,0
731,4558,উনাকে উনারি জুতো এবং গু ছুরে মারা উছিত,0
3146,3147,Nice job yaar,0
909,4736,Ora oder moto thakuk,0
1153,1154,R a vai ranu di to tar kata...,0
846,5630,অনেক video দেখলাম ranu দি কে নিয়ে.. কিন্তু এটা সেরা ছিল ... চরম দিয়েছ boss...,0
988,989,Saddam,0
