Unnamed: 0,ID,Text,Label
733,5517,bal,0
2264,2265,কালেমা মুখে নয় কলবে অর্থাত্ অন্তরে থাকে কালেমা,0
2886,2887,ওকে তো সোবাই টেস্টে চুদে রাখি নি,0
533,534,I heat rano mondol sali,0
524,5308,@united india wasa faltu movie ke lia time nai ha mara pas,0
245,5029,দারুন লাগলো,0
1154,5938,ata top chelo,0
679,680,এই মহিলা একদিন হিমেশকে অসিকার না করে বসে।ফালতু মহিলা একটা।,0
3337,3338,Ekdom thik Bhai ✌️,0
1723,1724,Osikkhito osikkhitoi hoy,0
970,5754,gaan ta sera...just kono kotha hobe na...😅😅😅😅😅,0
2593,2594,Tur baler kotha AR bolo na,0
485,486,Vai o superstar na o Vikari Star 🌟,0
3810,3811,Right yrr,0
2757,2758,Chi ki jata....,0
632,633,Kothay ata,0
395,5179,budi tui ki seta ami jani vikhari budi,0
2818,2819,"ফালতু একটা পরিচালক।।।। জুতা পেটা করা দরকার।।। সনাতনি আমরা সমাজটাকে নিয়ে এগুলো
না করলে ভালো",0
1185,1186,Public sympathy.. ei kotha ta ekdom thik bollen,0
555,556,"@Sruti Paul ,ধর্মকে বিজ্ঞান দিয়ে যুক্তি দেন ৷কি কারনে মাসির মেয়েকে বিবাহ করা
যাবে না , তাদের উভয়ের রক্ত সম্পর্ক যেখানে আলাদা ৷",0
318,4145,Video r pore toh valoi thapiacho 😂😂😂😂,0
673,5457,"oo anna commentlu chaduvutave nuvvu eppudina doubt ochhi adugutunna etakaram
anukunev korivikaram kuda kadu",0
1298,1299,. রানু পাগলি,0
254,5038,khub vlo,0
2218,2219,",😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",0
3750,3751,Sopar boss Tomi j galo blacho akdom raite,0
226,227,Nice DADA 👍👍👍,0
3612,3613,Thik Bolecho,0
1566,1567,Balar prem eta hay naki,0
3368,3369,Mudi jemon Ranu temon... Bortoman Bharoter etai niom!,0
291,4118,"Ai sb dakhano bandho krun..ai sb ghatona aro khoti kre samaje...please ai sb
nongramo Bandho krun",0
799,800,Darun dada 👍👍👍👍,0
804,4631,ছি বাল ছি ছি,0
118,3945,"Darun bolechho dada aamr 1st a ranudi ke khb valo lgechhilo kintu onar
behavior dekhe sob valo laga harie gchhe",0
401,5185,fazil kuhtakar behdop,0
1348,1349,আপনি বেশি বকবক না করে ভিডিওটা শুরু করুন,0
1177,5961,sei sei👌👌👌,0
502,4329,Ranu ke industry te rakai thik hocche na,0
738,739,Ranu mondoler gaan Sona to dure thank.or mukhthao hate Kore.,0
1154,1155,Faltu singer ranu mondol 😝😝😝,0
449,450,ranu mondall ooo tumi ki karap o ranu mondoll ki jutor malla poraooooo,0
2904,2905,Bikkuk jotoi Boro hok se bikkuk ei take,0
3807,3808,Video ta bekar . .. Asol kotha niye to kono alochona korli na,0
1943,1944,Absolutely right bollen,0
3776,3777,ranu vikari chilo vikari ar o vikari thakba khanki,0
1273,1274,Arokom kora akdom apnar uchit hoi ni .....,0
1123,1124,"ওকে আবার আগের মত ভিক্ষা করানোই উচিত
তাহলে যদি বুঝে নিজের জায়গা ও",0
212,213,Keno,0
2316,2317,"@Sonali Nondini 😁 😂 😃 😄 😆 😉 😗,,,,
আমাকে comments korar jonno apnake অসক্ষ ধন্যবাদ সোনালী দেবী 🙏,,,,
আমি ভাপছি এক বালতি উকুন কথা থেকে জোগাড় করবো ,, ??
Amazon এ অডের করলে কি পাওয়া যাবে,,, ???
Good Night my friend.
শুভ মহালয়ার প্রীতি ও শুভেচ্ছা রইলো,, ভালো থাকবেন 🙏",0
2525,2526,"আপনারা যে যার মত খারাপ মন্তব্য করছেন কেন বুঝলাম না একমাএ নিজের মায়ের পেটের ভাই
বোন ছাড়া কিন্তু বিয়ে হয় তাহলে ভালবাসতে অপরাধ কোথায়",0
77,3904,Thik bolcan✌✌✌,0
472,5256,tor oi chakor britti kora tai saje.....oshikhitto,0
1457,1458,valu kichu dekha sala.,0
3490,3491,ভালো লাগল কথা গোলো,0
2718,2719,"Satyajit ray o nijer mamato bon ke biye korechilen kintu take keu kicchu
boleni ba seta niye keu troll o korena karon se satyojit
ray..................even india a te jara telugu people tara cousin der ke
biye kore. eta jante pere amio obak hoyechilam.",0
356,357,ভালো লাগলো।।।।,0
781,5565,অসাধারণ,0
1792,1793,Bal marne,0
601,602,Part 2 koro,0
1651,1652,আমি তো জানতাম আমি আসলে কি। 🤣😂,0
3659,3660,Kak mayur pankh lagale mayur hoyna,0
479,4306,Bahi Tumi Sara 😀🥰🥰,0
2435,2436,"Amr j ai rnu tar upre blv hoi nhh j aita atw bhlw guty pree .. R thinking bhut
khrp",0
43,4827,akash baidya 38,0
740,5524,darun👌👌👌,0
3329,3330,Bikere Pagli,0
180,4007,Ranu di emni hotei pare na,0
1141,1142,Ranu Mandal k dekle ..birokto lage,0
151,152,দুজনের সম্মতি থাকলে আমার আপনার জ্বলে কেন,0
510,511,অনেক ভালো লাগলো ভাই আপনার ভিডিওটি,0
2346,2347,Thik bolechen. Peter daye to tahole sobai churu korteo suru kore debe,0
724,4551,"রান,দিকে,বেধে,চিরিআখানা,রেখে,দিক",0
163,4947,valo,0
514,515,ঢেঁকি স্বর্গে গেলেও ধান ভাঙে | ভাই ছাগলকে লাঙ্গল টানতে দেখেছো?,0
2675,2676,Ha ha,0
3769,3770,Thik i bole6is but 1 ta topic niea video ta thik noi onno topic dak,0
850,5634,ekdm thik blecho vai,0
3629,3630,Right vai 👌👌👌👌👌,0
493,5277,বাবলু বাংলাদেশের সাতক্ষীরা জেলা থেকে দেখছি,0
148,3975,Dada tmr bari Ki Cooch beher ey,0
2741,2742,Dada ekdom thik kotha bolechen,0
2681,2682,আমার হোগা মারা সারা.... রানুর হেটার্স লাইক দেরে....,0
779,4606,"Ranu buri ta moreo na
Joghonno gola
Lata Mangeshkar hobe
Tor mundu
😹😹",0
1527,1528,"Video valo laglo, tobe apna thobra na dekhiye videota banale aro valo lagto.",0
2397,2398,Tor video Amar besi birikto lagche,0
693,4520,Jara eirokom kaj kore tader ekmatro fasi deowa uchit,0
1303,1304,এরা দুজনে নিজের ভাই বোন নয় ।এক মাসির মেয়ে আরেক মাসির ছেলে ।,0
1480,1481,"আজ পর্যন্ত রানু মন্ডল এর যতগুলো সাক্ষাৎকার হয়েছে ,তার একটাতেও রানু মন্ডল এর
চোখে জল ঝরেছে কি ??বরং পরম হাসিমুখে তিনি কখনো কখনো সাক্ষাৎকার দিয়েছেন!!! আর
এখানেই বোঝা যায় রানু মন্ডলের ব্যক্তিত্ব কতটা নিকৃষ্ট !!! যে মানুষ ভুলে যায়
যে সে অতীতে কি ছিল এবং বর্তমানে কি হয়েছে তার পক্ষে অহংকারের চরম সীমা লংঘন
করাটাই স্বাভাবিক ...তবে চিন্তা নেই ...কারণ, যে মানুষের ব্যক্তিত্ব বলে কিছু
থাকেনা সমাজের উচ্চতম সীমায় তারা বেশিদিন টিকতেও পারে না... মানুষের ব্যবহার,
মানুষের ব্যক্তিত্বই মানুষকে সমাজের সর্বোচ্চ স্থানে আসীন রাখে.. আর যাদের
ব্যক্তিত্ব নিম্ন হয় public হয়তো তাকে নিয়ে দু'চারদিন নাচানাচি করে ঠিকই,
কিন্তু একসময় তার পদস্খলন অবশ্যই ঘটে... রানু মন্ডল এমনই একটি উদাহরন...!!!",0
3421,3422,দাদা আপনি 💯% সত্যি কথা বলেছেন,0
2376,2377,Ek dam right,0
2105,2106,বালের গান টা শুনলেই গা জ্বলে,0
2674,2675,"A. P. J Abdul Kalam bola chilo j ohonker tkhon kora jakhon se aomn kichu paya
jai j seta tar poyer joggo thakana.... 😁 😁 😁 😁",0
331,5115,good year.. valo ta bananor janno..darun,0
3427,3428,Tue jantis Tue keli mulor dokan,0
2752,2753,"Kopaal to vaalo j Vogobaaner chaakor bolechhe Nijer chakor boleni J eii
besi....",0
335,4162,একদম ঠিক বলেছেন,0
1433,1434,ছি মিথিলা এতো রুচিহীন জঘন্য,0
1452,1453,"ছিঃ নোংরা চরিত্রহীন মানুষ,,,,ভালো হয়েছে মরে গেছে দু'জনেই, 😡😡",0
1143,1144,Ranu mental 😂😂😂😂😂😂😂😂😂😂😂,0
2237,2238,ভিখারি যদি পয়সাওয়ালা হয়ে যায় তাহলে এরকমি হয় আর সে মানুষকে চিনতে পারে না,0
885,4712,"Comments respectful Korte gele somajer baki apodgulo k bidaikorun Karon ekhane
onek osikhitto support korche eighotona k indirectly and nijer cultureanusar
slang use korche eder ghardhakka diye berkora uchit so be careful .",0
873,874,Khub valo,0
785,786,"রানু মন্ডলের সুরেলা কণ্ঠ যেমন উচ্চ প্রসংশার দাবি রাখে ..তেমনি অকৃতজ্ঞার
ধিক্কার",0
1980,1981,"@Jhilik K হুম আগে জানা ছিলনা,, তবে এতে কোন পাপ নেই এরা বিয়ে করতে পারে। আসলে
তোমাদের হিন্দুত্ববাদের কিছু নিয়ম জীবন কে বেশি কঠিন করে ফেলেছে। এসব থেকে বের
হয়ে আসা উচিৎ",0
670,4497,Darun hoye6e,0
2396,2397,Ripon8 Majumdar,0
1633,1634,ভাই একদম ঠিক কথা গুলো বলছেন।। অনেক অনেক ধন্যবাদ।।।,0
1930,1931,"Koutuhol Nie video ta dekhchlm. Comment gulo porar por ekta kotha bar bar
vabchi era na thakle hyto amader maa bon der surokkhito rakhte partam na.
Tomra acho boley Kichu manus rupi poshu amader bon der dhore tanche na. But
eder Nie erom video koro na.view pabe ank. Tao bolam koro naa.",0
3540,3541,Bpk bro,0
82,4866,"এসব না দেখে পাঁচ ওয়াক্ত নামাজ পড়োগে যাও, নয়ত আল্লাহ তোমাকে জাহান্নামে পাঠাবে।",0
907,5691,akdom thik thak akta vedio daklam atodin pora.... thanks.....,0
458,5242,akjon faltu lady,0
1466,1467,bal ar singer...,0
3509,3510,"এ আজ প্রমান করে দিল, যে মানুষ খুব তারাতারি উপরে উঠে গেলে মানুষ কতটা নীচ,
অহংকার মনের মানুষ হতে পারে । ছি, ছি",0
770,771,"Aapni ekdom sotti bolchen Ranu beimaan, beimaan, beimaan",0
755,5539,vahia tumi ato dustami kutha hoty sikoch???,0
3706,3707,রানু পাঠী 🐐🐐🐐🐐🐐।।।।। তোর মুখ দেখতে কিসের মতো আয়নার সামনে দাঁড়িয়ে দেখে নিস।,0
118,4902,thanks apnader video gula dewar jonno,0
3699,3700,Etaa Kon jaiga,0
3089,3090,Darun phata fathe,0
213,214,"Vikhari jmon Hoya uchit
Proman hoye gache",0
1882,1883,"Super ,dada teeth ta dhako ,",0
1406,1407,🤣😂🤣🤣🤣😂,0
677,5461,তুই একটা অমানুষ শালা,0
1438,1439,Hmmmm hoy,0
160,3987,ছিঃ সমাজের লজ্জা এরা যে কেন জন্মায়,0
1160,5944,"dekho supriyo da, ami tomar ekjon fan...kintu dada enader niye please roast
krona...tomar sob video ami dekhechi, share o korechi..kintu eta ami
dekhbona...  
karon dekho era roast er na era somman er joggo tai erder niye troll kora ta
thik na goo....  
choto bhai hisabe bolechi kothata jodi kharap lage tahole khoma kore diyo..",0
481,482,Gunda der ke daka ucit,0
899,5683,chorom lglo sei lglo sei 😘😘😘 just chumu🥰😍,0
958,959,"No for Ranu mandal .
👍 4 Sreya Ghoshal .
👍 4 Ashamed Bhosle .
👍 4 Lala Madam .",0
2111,2112,Salir abar buri boyeshe khub giyar,0
135,3962,"Daruuuuuun dada daruuun ami vabchilam avabe keu to ranu mondol k boluk apni
darun bolechen.....Ami j ki happy bojate parbona..anek valo laglo vedio ta....",0
2679,2680,Nice dada khub bhalo laglo😍😍,0
1499,1500,"Chokhe jol ajhore beriye gelo
Khb valo hto jodi okhanei oder mere felto
Ar kobe sasti pabe ora",0
3102,3103,"Ta dada apnito koyel mollik kobe ranu didi k juta diye marlo.....pagol choda
vul val thambel diye video banano",0
2784,2785,Faltu ranu,0
3023,3024,Osadharon bolle vai 2mi just salute to u bcz sottita bolte sobai pare na 🙏🏻🙏🏻😊,0
3183,3184,"Je lokta host krche mane je golpo take represent korche ei loktar kotha bolar
style ta just joghonno...ektuo valo lgena.....",0
2317,2318,"দাদ আমিও তোমর সাথে একমত ঠিক বলেছ, ,👌👌",0
316,317,"eder uthteo somoy lagena porteo somoy lagena, nijeke Lata Ji er sathe tulona
kore, boddho pagol chara ki arr bolbo janina, chotokhato karor sathe tulona
korleo mana jeto, era bhule geche shilpi hote gele agey bhalo manush hote hoy",0
1649,1650,asol adress,0
376,377,Bokacoda tui ranur cakor,0
1320,1321,Apni amar sathe jogajog korunn. Ekta apner ganer video niye,0
888,889,মিথিলা মুখার্জি,0
3358,3359,@Surajit Chakraborty Ata to Toder kahini Hindur bachcha,0
200,201,Tika,0
68,3895,Fasi onek kom shasti holo eder ke kupiye mara uchit chilo....,0
1195,1196,Porimoni ar o kichu dekhte amr channel visit korun,0
3360,3361,এটা কোন জায়গায়...???,0
2959,2960,Kichu bolbona just hashi pacche🤣😂🤣😂,0
792,4619,ভালো,0
3275,3276,Ekdmm tai,0
1266,1267,Akhon to Teri Meri sunlei gaa jole othe vai,0
3813,3814,"Akdom. Thik. Bolecho. Vai. Oi. Sala. Ranu. KE. Abar. Seyi. Stesone. Chere.
Diasar
Darkar",0
309,4136,নস্ট নস্ট নস্ট,0
1810,1811,Dada kotha gulo 100%thik tomar,0
440,5224,"bangali der to sab kichutei ektu besi barabari  
tai bolchhi ranaghater name abar ranu ghat na kore dei",0
934,5718,"darun hoya6a boss....  
1dom thik kotha bola6o....  
asole bador er hate narkol pora6a to tai ki korbe bujte par6a na....",0
1574,1575,"funny vedio bananor akta concept thaka dorkar...
eta ki dhoroner funny vedio.??",0
1163,1164,"""Aaj ke morle kalke dudin"" Epic.. 😂😂😂😂",0
35,4819,falto,0
1119,1120,NYC video next kro video sm,0
2635,2636,তাকে আমার কাছে পাঠাও আমি তাকে বুঝাব,0
3481,3482,"Just kicu bolar nay....... J bola6o r kicu bolar nay ........ Ai mohila k sojo
hoy na",0
158,4942,ranu mondal=💩💩💩,0
1124,5908,ohhh matha kharap kora video hoya6e...🤣🤣😂😂😂,0
269,4096,ঠাকুমার ভাব টা দেখ .... শালা,0
3257,3258,Daryn laglo,0
497,498,Ranu mondal diye bathroom poriskar korabo,0
1181,1182,Pure khati kotha village pure khati kotha bole 94 din Na main,0
3445,3446,Baiman Ranu Mondal aur Jane railway station thik achhe,0
2371,2372,"ভিখারির মুখে এ কি শুনছি??? এই ভিখারিনী রানু মন্ডল কে হাতে থালা দিয়ে স্টেসনে
বসিয়ে আসা দরকার।",0
634,4461,Barasat mafossil sahor k bollo?barasat e kolkatar ja ache tar sob i ache.,0
856,857,আপনার কথাগুলো শুনে মনে হচ্ছে আপনি ঠিক আমার মনের কথাগুলোই বলেছেন,0
189,190,কি এসব,0
190,4974,এক গ্লাস জলদে কেউ ডুবামরি,0
903,4730,"Ha vai tik bole6o 1st je kahanki ta ke dhekale na oo amar ka6 theke 1200 taka
nea6ilo",0
2979,2980,Dada koyel mollik bekti non,0
538,5322,chal kutti,0
253,254,ভুল তো আপনাদের কিছু একটা পেলেই হলো ।,0
928,929,😄🤣🤣😄😂😄,0
723,724,👌👌👌👌👌,0
47,4831,kabar,0
718,719,ভিডিও করা উচিৎ হয়নি আপনার ওদের পেটে লাথি মারছেন কেন,0
822,4649,Dada kamon a6o,0
1169,5953,"খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর
খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর
খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর
খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর
খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর
খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর
খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর
খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর খুব সুন্দর
😂😂🤣🤣😂🤣😂🤣😂",0
2193,2194,"ছেরা কাথায় শুয়ে....রাণুর এই বেইমানি ও বর্বরতা এবং আত্মঅহংকারের জন্য পতন হতেই
হবে এটাই নিয়ম।আমাদের BF চানেলটিকে বাস্তব ঘটনা তুলে ধরার জন্য অসংখ্য ধন্যবাদ ।",0
1021,5805,r u right dada,0
1741,1742,Ka go tumi,0
819,5603,😂😂😂😂,0
799,4626,Valo bolachk but nijar kotha vabe bola uchit,0
