Unnamed: 0,ID,Text,Label
1746,1747,যেইসব শুয়োর ঈদ এর দিন রেপ তাদের আবার আলাহ এর ঈদ এদের আল্লাহ এ ধর্ষক,1
663,4490,she holo international level er khurati,1
1918,1919,"এ বাবা এরকম হয় নাকি? প্রত্যেকটা ভাইয়ের সঙ্গে বনের সম্পর্কের ভালোবাসা অসীম
হয়ে থাকে এর কোনো সীমারেখা হয়না।প্রত্যেক ভাইয়ের জীবনে বোন হল ভগবানের একটি
অদ্বিতীয় দান, এই সৌভাগ্য সকলের মেলেনা। প্রত্যেকের বোনকে প্রত্যেকের কাছে থেকে
দূরে ঠেলে দিতে হয় কারণ তাদের বিয়ে বয়সে বিয়ে তো দিতেই হবে।ছেলেটা তো রং
নাম্বারে কল দিয়েছে প্রেমিকার ভালবাসা এবং বোনের ভালোবাসা সমান করল কি করে,
এটাতো ভালোবাসা ছিল না। মনে হয় এ জীবনে এটা দেখতে আমার বাকি ছিল। এখানে হাসিও
পায় আবার কষ্ট লাগে।",1
914,915,"জায়গা টা কোথায় ??
রেট অনেক কম আর মাল গুলোও সলিট ।",1
3187,3188,Ranu di manus na ladies kutta.,1
2117,2118,"সব গুলো বুড়ী, এই সব চলেনা",1
440,441,ও ওর পুটকি পরিষ্কার রাখতো।,1
3646,3647,অপু তুই একটা মাগী,1
631,632,রানু কে চুদবে 100 টাকা লাগবে,1
576,5360,sala...madarchod....ulta palta...matboll,1
289,290,Bara gula kete tader pande vare de,1
443,5227,"তোদের মত সবাই হাবলা পাঠা না ,তোদের কি কোন কাজ নাই ,তবে লোকের বা,,,,,, কামাগা
কিছু পয়সা পাবি ।",1
3440,3441,"আমি বউবাজার এ গিয়েছি । এটা কোথায় ??
মাল গুলো ভালো ভালো আছে",1
3593,3594,Vul korche meyeta ar cheleta bolte hoto baba ke make,1
562,563,tha.hole.akon.tu.bikka.kor.bora.magi,1
1838,1839,রানু দি তোমার টাইম খুব খারাব কুত্তার বাচ্ছা রানু 😡😡😡😡😡,1
844,4671,ছোট ভাইকে বিয়ে দিয়ে তারপরে বড় বোনকে বিয়ে দেওয়ার দরকার ছিল ।,1
408,5192,kiree khankir pola faltu video banao keno tmk gaza khor er moto lage,1
1366,1367,চুদে মার সালাকে,1
456,457,ty naki tomar ta fate nai..? 😜,1
8,3835,"মাদারচোদ রানু খানকিমাগী তোর গোটা গুষ্টি চুদী খানকির বেটি মাদারচোদ ম* ***খ*****
চ*** ম*** মাদারচোদ",1
3075,3076,Paka magi,1
169,3996,Puro vutni lagche,1
2347,2348,"Tomar barir mohilao tar modhye porche bhai. Tumi jawkhon ghawre ghawre **R**
bolle..tumi WESTBENGALe thakle toh tomar barir meyerao oi rank eriey jete
parena. Emonki tomar asli bash WESTBENGALe holeo.",1
1513,1514,Khuv tratari choude JBE tmi,1
715,5499,esob magi morai vlo,1
501,5285,"demanding woman. otoi jhakhan sokh tale nije chakri kore sokh metate parto.
shortcut taratari taka paisa odhopotoner lokhon. beakorar age bhabha uchit
chilo",1
332,333,"Prothom mohila darun sundar. Ami sara diner jonne book korte chai. Pls. No. Ta
dao... aha ki darun..dekhte",1
2888,2889,এইসালা হলো বেসসা মেয়ে তাই এই রুকুম ভিডিও বানাচ্ছে,1
637,5421,"এই খানকির ছেলি তোর দেশে কি একদম হয় না তোর বাবা ডিবজল চুদা তে এক নাম্বার আবার
সতি গিরি চুদাস",1
2189,2190,"Meyetake eivabe marli khankir chelera sala paa chire fele marli sala suor rer
baccha.sala rapist der dhon kochu kata kora uchit",1
3514,3515,Khankir chele sob molla gulo kei fasi deoaa uchit chilo,1
3122,3123,"আমরা যতটা পারি আমার মেয়েকে খুশিতে রাখি,,,,,এবং আপনাদের বলতে লজ্জা নেই আমি ওকে
বোঝাই যে আমি ওর বাবা এবং মা,,,,,,,,,,এবং কখনো কখনো আমি শাড়ি,,ব্লাউজ,, কানের
দুল,,টিপ,,হাতে চুরি,,চোখে কাজল পরে ওর মা সাজি আর এসব দেখে ও খুব হাসে এবং ওর
হাসির ছবি তুলে facebook এ পোস্ট করি,,,,,,,,,,আর ওর হাসিটাই আমাদের কাছে খুবই
দামি,,,,,,,,,,,,,,,আমার facebook এ আপনারা দেখেন,,,,,,,,,,,,,,,,,,,,,সব
দেখবেন,,,,,,,,😥",1
612,5396,randi,1
1707,1708,বোকাচুদা তুই তাহ করিস,1
24,3851,খানকি মাগি তোর মা খানকি তোর বাবা মাগি,1
47,3874,Tor maa thaka nake.. Santpura kanker cale,1
241,4068,বাল বেডি তুই একটা।।তোকে আগের অবস্থাই নিয়ে যাওয়া হোক,1
790,791,পরি গাঁজা খাইছে সাথের টা ইয়াবা মদ সেক্স একটু পরে চলবে,1
224,225,Shudhu chele tar dos na... Meye tar o achhe,1
564,4391,Sab buri,1
2,4786,erokom fokinni boro bon na thaklei vlo hoi je tar soto bonke trust korena,1
638,5422,amar sexy maamigo tomay chudbo tomar boro boro dudu gulo chushbo,1
764,765,Petni,1
467,4294,কুওার বাচ্চা তুই একটা তুই জারজ বলে এই অবস্থা শুয়ারের বাচ্চা,1
87,4871,বোকাচুদা,1
1786,1787,Tor garh Mari kutti sali,1
1913,1914,মাদার চোদ,1
158,159,tui to rendi khaner maagi,1
481,5265,maer boyosi meye k r ekta goriv k niye roast kor6is rendir 6ele,1
694,5478,"ভারতীয় ছেলেদের প্রেম ভালোবাসা নরম ইমোশনাল কথা বলে সম্পর্ক করে মেয়েদের কে
বেশ্যা বানিয়ে ছেরে দেওয়াটাই তাদের কাজ",1
1996,1997,Khanki magi,1
65,3892,ছুতমারানি,1
615,5399,randi,1
3019,3020,Sali bhikhari randy,1
429,430,tomar to aga e fatano cilo.,1
2981,2982,@Subhajit Laha kankirchale tor ma ke lagge ja sala kutta choda,1
3334,3335,Khanki tui ke officher chilis nki,1
658,5442,beshaa maagi,1
1764,1765,Tumi ekta boro bal😏😏😏,1
1984,1985,অহংকারী মাগীর,1
561,5345,oye hoye randi ki aulaad ki jali,1
