Unnamed: 0,ID,Text,Label
2594,2595,ও মাই গট জোরে দে,0
2038,2039,khankir bacha ei sob dekhano uchit noi,1
3290,3291,Ranu mondal ar gan sunla ga jola jai ranu k sojjoi hoi na sala bayman,0
2901,2902,Ak dam thik katha,0
47,48,@Surajit Chakraborty আপনি কি বুঝিয়েছেন ?,0
2929,2930,"Fashi deoa uchete ...ader sobai k ...ader to kete fele deoa uchete kukur gulo
sob",0
969,970,R Arokom vdo kor plz,0
1825,1826,Ranu di chi chi,0
515,4342,"Ranu mandal k abr sob ki6u kare niye station a pathai dao tahole sob attitude
barai jabe",0
2029,2030,Churail,1
526,5310,bhag **********,1
2730,2731,"দাদা ,তোমার video দেখে আমার মন-প্রান-ধন সব ভোরে গেল 😀😀😆😆",0
852,5636,darun bhai🤓🤓🤓,0
701,5485,khanki magi gud কেটে দে,1
3343,3344,"Aamar badanr singar
Sauooo",0
46,3873,দে বেশি করে দে,0
2191,2192,Real hero Tumi Dada,0
1334,1335,Vhikari murkho omn kotha e bola Ranu kon raj Pori selo,0
2109,2110,"No Ranu Di
She is Panu Di",0
998,999,<https://youtu.be/r8RYPMiXtH4>,0
2526,2527,দাদা এটা কোথাকার জায়গা বলুন আমাকে চুঁদতে হবে,0
893,4720,"Mrs ranu dekhe panu.karon korte pare na gaye ato gondho je keu kache ase na ar
rater balate to dekhai jai na",1
562,5346,randi ki bachhi.,1
3138,3139,pori ke amr abnormal mne hlo,0
2535,2536,ও সারা শুয়োরের বাচ্চা খানকির বাচ্চা মাগির বাচ্চা শালা হিজরা,1
462,5246,vikari ranu baler singer,0
486,4313,Kopale nei Ranur,0
183,4010,হিন্দুদের অনেক ফরমালিটি থাকে,0
1908,1909,আমানুষের বাচ্ছা।,0
384,5168,"dongi...😏😏😏😏😏😏.........  
faltu mohila.......😏😏😏😏😏😏😏  
darun video...👍👍👍👍",0
2426,2427,আরে দাদা আপনি তো নাম্বারটা দিবেন সোনাগাছি দালাল এর নাম্বার আমি যোগাযোগ করব,0
995,5779,bhogoban airlines e kore uni ranaghat theke bombay gechen,0
2229,2230,Prem noy onno karon chelo.....,0
68,69,"শিখার বাবা আমার বাবার মত সৎ,এই বাবারাই কষট পায় বেশি",0
2709,2710,Guda mondal,1
644,5428,sexy boudi,1
2231,2232,"ভুল বলছেন না। সত্য কথা বলছেন। আমি আগেও কমেন্ট দিয়ে ছি যে বেইমান ৰানুৰ গান আমি
শুনবনা।",0
2836,2837,😂😂😂😂😂😂😂😂👍👍👍👍👍👍,0
3509,3510,"এ আজ প্রমান করে দিল, যে মানুষ খুব তারাতারি উপরে উঠে গেলে মানুষ কতটা নীচ,
অহংকার মনের মানুষ হতে পারে । ছি, ছি",0
697,5481,"kakhono na. aj 30+ age ey amar biey hoyni. ami olpo boesh theke prem korini
bole aj angul kamrate echha kawre. r ami ektuo ei chorar moto na.",0
1780,1781,ata ki fas kora thik,0
2810,2811,Baler Mondal,0
3133,3134,Bhai sera video kore6o 😂😂😂😂😂,0
2019,2020,Mrinmoy super 👏👏👏👏,0
1571,1572,VIKHARIR CHELE JADI PAY RAJYA VAR PRITHIBITAKE MANE KARE SARAR AKAR,0
1323,1324,অার তুমিও ব্যাবসা শুরু করে দিলা,0
887,4714,Porimoni I wanT To fuck Youuu BabY 😍😘,1
1082,5866,darun vdo darun... kotha gulo akdom thik,0
2556,2557,দাদা আপনি সঠিক কথা বলেছেন,0
3065,3066,Voter mokhe gan,0
3336,3337,Vai amar bari sonarpur,0
263,4090,"Vai, tumi hero!! Ja bole6o.. Sotti bole6o...R tumi heart touch korar moto
kotha bole6o",0
1016,5800,tumio toh khub valo gan koro 😂😂😂,0
128,3955,Choter pod chiyare udheche bole ei sob bolchis tor hal ki hobe dhekh bi,1
1499,1500,"Chokhe jol ajhore beriye gelo
Khb valo hto jodi okhanei oder mere felto
Ar kobe sasti pabe ora",0
682,4509,Akdoom thik,0
194,4978,"উনি জানতেন একদিন না একদিন ভগবানের চাকর আসবে আর উনি কি সেটা বুঝে ওনাকে তুলে
নিয়ে যাবেন ।।।🙄🙄",0
455,4282,ভাই একদম ঠিক বলেছেন,0
613,5397,randi,1
476,477,Dada ar nam neben na,0
1049,1050,Eai beimanta k charun,0
3474,3475,Super deyacho dada,0
2913,2914,এইটা কোন জায়গা,0
1391,1392,"Ekdom, Boss.",0
81,4865,jamai babu chotta,0
383,4210,Sontan noy jarok,1
3681,3682,"Right Kotha koise apuni.
Bhikhari hoday bhikhariye.",0
857,858,Brother didn't say anything about the thumbnail you provided in the video,0
769,4596,সালা মালায়নরা সবকিছুই পারে ওদের আবার লজ্জা আছে নাকি,0
283,5067,"ভিডিও টার শেষ অংশ টা খুবই ভালো লাগলো  
  
  
i agree with you",0
2946,2947,"@Arup De জানি ওরা পেটের দায়ে করেছে, কিন্তু তারা চাইলে বাসাবাড়িতে আয়ার কাজ করতে
পারে",0
82,83,Amaro,0
3383,3384,tai na bote,0
2985,2986,Ranu khanki magi,1
422,4249,কথায় আছে বাঁদর কখনো মাথায় তুলতে হয় না সেটা হল রানু মন্ডল পরিচয় দিল,0
726,4553,"Maha pagol bal .. Manus na Sala ta.. Manus hole ok j dar koralo take vul bolto
na",1
1198,1199,তোরে চুদলে খানকি মাগি?,1
1139,5923,faltu video,0
1903,1904,খান্কী মাগি কে জুতো খুলে মারা,1
1,2,Tumi korbe Amar sathe,0
3402,3403,এখানে আবার ওর কথা তুলছো কেন যেটা নিয়ে কথা হচ্ছে সেটা নিয়ে কথা বলো,0
561,562,"Chiii bhai boner pobitro somporko, valobasa ta k nongra korlo era, chii. Esob
ekdm dekhano thik na.. Amr sathe keu ek mot??",0
493,4320,Ranu ba ranu ba,0
31,3858,পার্নারশীপ আছে নাকি?,0
2736,2737,দাদা এটা কোন জায়গা ঠিকানা টা দিন,0
120,121,beiman ranu di k tar ager jaiga ta dekiye dite hobe,0
747,5531,দারুন হইছে,0
3400,3401,খানকি মাগি,1
2800,2801,Nice da da,0
1386,1387,"bangla cinemar r man sonman thaklona
faltu ekta hero",0
3092,3093,"j.g. Banerjee madar chod magi toedr Hindu vai chilo / toder vai ra chode naki
mone hoce chode je onai kore che saja pabe jat tule katha bol bina",0
408,4235,Dhonnobad,0
107,4891,"""এক্সক্স""এক্সক্সক্সক্সক্স্যক্সক্স""এক্সক্সক্সক্সক্স""""""এক্সক্সক্সক্সক্স্যক্সক্সক্স",0
1072,5856,🤣🤣🤣🤣🤣lvl,0
2539,2540,Ranu na Panu Mondol,1
449,4276,পাগল ছাগল,0
1389,1390,Sala batpar bolos akta dekhas arekta,0
153,154,Nice dada tumey parba,0
3397,3398,"dada. amie. Bangladesh theke. bolteci. apnar. boro. fan. hoye. gelam. dada.
kuv. valo. hoyce.",0
600,601,Sotti onader jibon khubi koster...,0
1261,1262,Lekha pora nokora manuhe besi telentet hoi kito tar ahongkar,0
2999,3000,Bhai Kolkata kothy pabo,0
508,5292,randi kommal,1
259,4086,Bal gulo dharmo nia pore ache.manusher akta e poricoy se Manus.,0
504,4331,@Rahul porel ki vai,0
1223,1224,@Rafa star আমরা আবার কি করলাম দাদা,0
3171,3172,Dada tumi Sera❤❤❤❤❤❤,0
1783,1784,Oi vikharike selibreti theke namiye din keno rekhechen dada,0
991,5775,sotti thek,0
2086,2087,Mrinmoy tor comedy matter in fact,0
1708,1709,"Besi english marache B.C mohila puro lo kono kichur joggo na ja payeche onek r
na.. Oirokom gola sober kom besi thake... 🤟🤟🤟🤟ore bal hata🖕🖕🖕chodna mohila
puro sojjo hoy na...",1
2989,2990,"APU U R D BEST....TUMI KHUV SUNDAR....TOMAR MONN KHUV SUNDAR- ~~\--FROM~~
PRADIP-INDIA(KOLKATA)",0
67,3894,"Ata sotti akdom je nijer maa er Peter bhai ba dada chara keu bhalo chokhe
dekhena akdom sotti seta nijer masir chele hok ba jethar chele ba onno kono
dada ra nijer dada nijer dadai hoy...",1
2724,2725,Beiman.. Ranu,0
1102,5886,"tumi akdom thik thak kotha bolo dada😌😌😌😌  
but akbar o like koroni amr comment ta😑  
  
  
omg thank you dada💃💃💃💃🥳🥳🥳🥳🥳🥳🥳🤩🤩🤩🤩🎀🎊🎊🎉🎉🎉🎉🍫",0
2853,2854,Ranu mondoler Khawa nai ki bondura,0
1103,5887,moja pailam,0
948,949,দাদা ঠিকানা টা দেবেন আমি যাবো,0
108,3935,Akdom tik bolachan,0
3813,3814,"Akdom. Thik. Bolecho. Vai. Oi. Sala. Ranu. KE. Abar. Seyi. Stesone. Chere.
Diasar
Darkar",0
2708,2709,Jaga ta kothai Bhai bolbe please,0
2598,2599,@Vickey Mulla Diamond Harbour,0
429,5213,eto ohongkar valo na,0
3311,3312,Right.bondu...,0
1098,1099,আপনার ভিডিও ভালো লেগেছে দাদা,0
455,456,Akta magi...,1
739,5523,হা হা হা জটিল হয়েছে ছোট ভাই।,0
1598,1599,Tor mukha 2 lat bojle ranu mondol,0
621,622,Dada part 2 kabe debe,0
558,559,এই নাটকের সবাই গুসটি চুদি,1
3733,3734,"onar jodi ohonkaar nao thakto tao khub beshidur jeten bole amar mone hoyna,
ami janina songeet bishesoggyo ra unar konther modhhe ki jadu dekhechen, amar
oti sadharon legeche or gola, sudhu tai na, kingbodonti sob shilpi der sathe
fotafot jara or tulona korechilen tader dekheo hasi pacche",0
1914,1915,রানু মন্ডল হল শুকনো গু জল পেয়ে ভেপসে উঠেছে।,0
3306,3307,Dada great,0
3639,3640,Ranu mondal ke amr akdom sojjo hoche na,0
2756,2757,Bal amer,1
526,527,100% write bolechen vai thanks for video,0
267,5051,tumi akta ball🤣👌,0
2721,2722,"Divorce dabey bolei shakib khan papers kore ni,very clever .",0
335,336,Sob pagoler dol,0
409,4236,Kavish ka baccha Ranu mandal,0
220,4047,"Mehebub Alom Mazumder
9706396738
Silchàr cachar Assam",0
2495,2496,"তোমার ভিডিও গুলো খুব খুব ভালো লাগে,, আর এই ভাবে হাসিয়ে যাও সবাই কে,,,,
হাসানোর মতো ভালো জিনিস কিছু নেই,,",0
3645,3646,Ranu Mondoler gane sunla Amar suicide Korta mone hoy 😰😰😰😰😰😭😭😭😭😭😭☠️☠️☠️☠️☠️☠️☠️,0
140,3967,"ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ
ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ ছিঃ",0
537,5321,madarchod 😡😡😡😡😡,1
3823,3824,abar 4 no.platforme jabe bati hate niye,0
3332,3333,কারেট,0
551,4378,Baler ranu mondal ooo tar gan,0
3636,3637,Gud marAmi,1
192,193,"Super.. tnx u kau amar mon er kotha bollo.. o k kay noble chore marr..na na
ami full support kor6i🤣🤣🤣🤣🤣🤣...",0
225,4052,"Ranu di k ar platform rakha ja ba na o k dustbin a fala daw na hola gutar dam
bara jaba",0
1302,1303,"ভাই তোমাকে বলছি,, তুমি রানু দিয়ে নিয়ে কোন ভিডিও না বানিয়ে,, অন্য কিছু ভিডিও
বানাও,, কারণ এই রানুদির ভিডিও তো দূরের কথা এর কথা শুনলে আমার মাথা গরম হয়ে।।।
জানিনা যদি কোনদিন সামনে পাই।। সেদিন মনে যা রাগ আছে সব মিটিয়ে নেবো",0
1390,1391,Bah dada awesome...💕💕,0
17,3844,Bhai dharun bolechis. Ato boro okritoggo manus konodin dekhini.,0
554,555,"কুকুর কে লাই দিতে নেই, যদি লাই দেওয়া হয় তাহলে মাথায় ওঠে বসে,",0
580,5364,madherchod,1
165,3992,এদের কে সরকার একটু হেল্প করুক এগুলা কাজ করে অর কত দিন চলবে,0
2335,2336,"বাহ চুদিরভাই বাহ আর কোন ভিডিও পেলি না এসব করে কি ফল হবে ওরা পেটের দায়ে সব
রাস্তায় নেমেছে তোমাদের মতো ভালো মানুষ এসব কাজ করে সমাজের উচ্চ পর্যায়ের
লোকেরা এসব করে অগোচরে",1
461,5245,r 1month. ei vikarike ranaghat station e dekha jabe,0
245,4072,আমার একদমই ওওর গলা পছন্দ noy,0
2812,2813,"Boroncho eder sorkar theke takar byabostha korar dorkar.. Era ache bole rape
er সংখ্যা onek kom ache mone hoy..",0
1003,1004,"Ghotonata dhakar por aktai khota seta holo, aghe bola hoto banglar ghore ghore
Lakshmi, brotoman akhon banglar ghore ghore renbi. Aktu praye ghor ghulote
takalei dakha jabe boura husbander anupostite ei sob korche. Kichu korar ni
porokia aporabh noi. Thanks.💗😁😆😃",1
1451,1452,Mader chode,1
3766,3767,Meye ta sartha por ni,0
405,5189,"ভাই ভিডিওটা তো খারাপ লাগার প্রশ্নই আসে না রানুর মত নিমুখারাম দুনিয়াতে আর
একটাও হয় না থাকতো কিসের মত জানো পাক্কা খাটাস আর বলে কিনা সে পরিষ্কার ছিল আরে
কৃতজ্ঞতাবোধ শিখতে হলে বাংলাদেশ আয় আর গলি বয় রানা থেকে কিছু শিখ",0
1438,1439,Hmmmm hoy,0
184,4968,darun hoyeche,0
711,4538,খারাপ অপু,0
