Unnamed: 0,ID,Text,Label
774,775,pori moni ekta magi,1
704,705,tore cude naki sali,1
2678,2679,"Khankir 6ele ok bolar age tui sob cheye boro khakir chele.. suyorer baccha
nije to ge6is thapanor jonno.. wait kor report marchi..",1
290,4117,Ranooo balerrr mara bhak khanki maggie,1
3055,3056,"Ak ta boli prem sobar modhhe hote pare sobar valobasa ke sorman kora uchit.
Boye and girl modern to prem hotei pare ata to prokritir niyom. Hok na bhai
bon tate ki. Tara biporit gender to botei.",1
731,5515,mullo ki randi,1
1653,1654,Ja gud maranir Bata ei Randy k ei platform e Nia esacha tar maca chudi,1
650,5434,khanki magi take merefel,1
710,4537,পাগলির বিটি পাগলি হয় ওকে মেরে রাস্তায় নামিয়ে দাও হারামজাদি,1
3236,3237,এই মাগির বেটি তুই একটা খাছ মাগি রানু অহংকারী,1
38,39,"কি দরকার ছিল এই ভিডিও বানানোর, পেটের দায়ে শরীর বেচছে, ভদ্রলোকের বাড়িতে কতো
মেয়ে এই কাজ করছে, এরা তো নেহাতই পেটের দায়ে করছে",1
529,5313,gaandi chhori,1
196,4023,"ভাই তুই তো বেশ্যার চাইতেও খারাপ মনে হচ্ছে। ছাগলচোদা পোলাপান। আর কিছু পাসনা
ইউটিউবে ছাড়ার জন্য??? 😠😠😠",1
1791,1792,বাংলাদেশের সেরা মাগি,1
1134,1135,Sala vorua....abe dhare calao ...dekh or guder roshe beriye jabe,1
274,275,Khanki magi ranu.mandal,1
3454,3455,Ranu Mondol BokaXudi🙄🐸,1
2855,2856,মাগি কে লাথি মার সবাই,1
1621,1622,2me khob sexy....hobe naki 1bar,1
2997,2998,Khanki magi ranu,1
718,5502,r baler meyer thik hoy6e...moruk sob rendi,1
55,4839,obe bokachoda je nije bon k marlo se dhara polona keno,1
248,249,যা তো চুদির ব্যাটা ২০০ টাকায় চুদবে আবার কত নাটক চোদায়😂😂🤣,1
502,503,"রানু মাগী হায় হায় হায় হায় হায় হায় হায় হায় হায় হায়
কুত্তা সব সময় কুত্তা থাকে ও থাকবে।।।। ।।।।।।।",1
545,5329,randii bhenkilodi,1
374,375,"Randir cheledr ma gulor AI hal kora uchit ader ma ra nangbaji marte giye
sikkha deyar o somay paini",1
2969,2970,"Jedin ghotona ta jenechilam vabteo voi peyechilam ki Kore eto gulo janawar
ekta mey ke rape korlo murder korlo tateo Mon bhorini paa o chire dilo.. mey
hoye jonmo niye Koto bhul hoye geche amader, kothao nirapod noi.. oi durvaga
ma baba Bhai der konodin o santona dewa jabe na..",1
351,352,",😁😁😁😁😁😁😁 ঐ মহিলা কি বলল ঐ👈 চলো না চলো",1
838,4665,Bengal theke mathrchod Muslim hatao,1
3222,3223,@Snake Musica ki vedio vai,1
1510,1511,তোর মারে চুদি সালি??,1
2234,2235,গুদমারানির বাচ্চাদের শেষ পর্যন্ত কি হল! ফাঁসি হবে তো?,1
907,908,Khanki maggi,1
138,139,মাগি কোথাকার জুতা পেটা করলে ও মন ভরে না,1
426,427,E jekhane chilo abar sekhane chere diye ay vai bhikhari sala,1
834,4661,Tumi akta boro baal,1
263,264,"কোথায় কি হচ্ছে, আর এই শালা র পোদ ফাটছে, বালের ভিডিও দেখাচ্ছে,",1
549,5333,randi,1
2420,2421,"Mone hocche etto khisti Mari...ey ranu k..sala ranur seta venge dau. Dhemni
kothakar kalthi .magi 😠😠😠😠moreu na sala",1
3547,3548,Bikari magi 😠,1
559,560,ইনডিয়ানরা এ বয়সে এসব করে লজ্জা সরম নাই। বাংলাদেশ হলে সোনায় গরম জল ডেলে দিতাম।।,1
1194,1195,Ato madar cod maye puro khanki magi,1
1693,1694,"Khankir bachha oi molla choda gulo jom suorer bachha...
Ora chance pele nijer maa keo chudte pare...Oi rendir bachha gulo ke pakistan
e diye asa uchit...Khankir bachha muslim choda gulo",1
174,4001,Chudir vai alaka dekhte asechis to rate jigges korchis kno,1
630,631,Khanki blli kake tui.... tui sei joggou nos,1
132,4916,"ki ruchi. ma baba thekeo jeno mara geche. just 9th e pore hardly 15 16 hobe. r
ei age i b.a",1
224,4051,XXxX mal,1
390,391,একটা খানকি মাগি,1
2166,2167,শালি তোরে পাইলে,1
1700,1701,baler husband thik hoye6e more6e,1
2531,2532,"Keno esob aje baje video banachhen dada.. kono meye esob kaj ichhe kore kore
na... r ora to apnar sathe valo bebohari korlo. R apnake dekheo to mone holo
apni oi meyetar kache gelen .
Mane soson o apni i korben r tader bodnam o apni i korben bah...😕😕",1
1892,1893,Khanki magir tik hoacha......,1
2328,2329,শালা মাদি মুখা,1
572,4399,"এই বোকা চোদা মহিলাকে কেনো এখন ও মিডিয়া থেকে বের করছেনা,,
ওরে দেখলে আমার ঘৃনা হয় ও নাকি আবার মানুষকে ঘৃনা করে,,,
ওরে জুতা পিটা করা উচিত,,
ফকিন্নির বাচ্ছা,,, কথা কম বল,,,,,",1
3635,3636,Er pond marar lok ney,1
382,4209,পতিতার চেয়েও খারাপ পরিমনি,1
3009,3010,তুই মাগি বর ভিক্ষারি বুঝলি তুই আবার পর কে ভিক্ষারি বলচিচ,1
908,4735,Magi,1
2332,2333,tor vodar modde shagor kola dhukabo,1
565,5349,motherchod,1
