ID,Text,Label
2797,@DimaSadek يا ويلي ولك حتى كلمة لسيد بدو مين يفسرك اياه والله متعبه انت خلص احكي وفهمي وحللي متل ما بدك ستين عمرك لتفهمي �,0
748,@DimaSadek تويت برسم قيادة الجيش اللبناني@LebarmyOfficial,0
2836,@crixus_ar @DimaSadek من قلة أخلاقها كان هين عليها تسب امهات العالم بس ما قدرت تتحمل امها تنسبّ. اللي ما بترضي ع حا… https://t.co/YkkRObwvi3,0
1315,@Jessicaazar حبيبتيييي يا جيل الجديد انتي https://t.co/Eg4nA6NyXw,0
3637,@DimaSadek دمدوم فيكي تعرفينا شو اسم هالثوار كونك خبيرة... https://t.co/o6P9JZkGKZ,0
213,@alimouinjaber @DimaSadek اللي بيحط راسو بالتراب وماعنده اي كلام يحكيه عن الفاسدين يكف بلاه عن اللي بيحكي… https://t.co/9WC9e3PXeC,0
4178,@DimaSadek @BassamAbouZeid انا بطرابلس بجبلك معي زنود الست او حلاوة الجبن,0
2622,@berrynawal عيب يا نوال انت بتعرفي انو ما في شي من يلي عم تحكي ما تعودنا عليكي نكوني بياضة وج,0
3260,RT @DimaSadek: Tending n1 in lebanon #نصرالله_واحد_منن https://t.co/E6vvgN5JJW,0
2255,@berrynawal احلى اعلاميه منصفه�,0
4882,@yumnafawaz @saadhariri اسمالله عليكي شو هالرؤية وبعد النظر ����,0
916,@yumnafawaz يعني هلا انتي بتفهمي بتقنيات التصوير...,0
3591,@yumnafawaz @General_Aoun إنت فين والفهم فين!,0
4872,@yumnafawaz @saadhariri يبدو انك فقتي اكبر المحللين في الدول العربية والعالم! Iq جزرة,0
1121,"@DimaSadek أنت من الفقراء شي؟؟��العزايم ببيتك ديماً للأغنياء
ولا مرة شفنا انك عطفتي ع فقير",0
444,@berrynawal اول شغلي بهنيكي لانك صبورا و منعتذر منك و يلي صار مبارح ما كان لازم يصير مع المراسلين و أنا كمواطن لبنا… https://t.co/59zVRNmqJS,0
4113,@RichardNassour @Malak1997K @DimaSadek بعتقد صرنا واعين بما فيه الكفاية لنقدر نميز بين السراق والمفسد وبين يلي عم ي… https://t.co/eSRPZ4bdGB,0
3732,@Jessicaazar ايه والله معك حق الزعران لي مسكرين الطرقات خربوها لعاصمة الشرق❤,0
1849,"@berrynawal الله يحميكي نوال ويعطيكي الف عافية... بوركت جميع جهودك لتقديم افضل صورة وتقرير للمشاهد... مقدرين كل ظروفك وقلبنا معك.
#نوال_بري",0
4689,@NicoleHajal أوف أوف أوف هودي كلهم زبوناتك لازم تدخلي غينتس  بالفعل القوات ومحبي جعجع تنرفعلهم الصرمايه������������������������������,0
3126,@zouheirelchami @DimaSadek مبروكي عليكِ ديما,0
595,@DimaSadek ست ديما ليه ما بتطلعي بتثوري بالنبطية كونك بنت الجنوب وهيك بتعطي معنويات أقوى للثوار,0
804,@DimaSadek للتصحيح : السيد قال أن لا نؤيد سقوط الحكومة !,0
349,@riadkobaissi @DimaSadek معلمو مسكر كازينو لبنان عم بدير التظاهر من هونيك https://t.co/GKM9JsbCTn,0
843,@joellebouyounes تابعي...عملك رائع,0
3983,@yumnafawaz اطلب  منك ان تكوني صحفية ولو لمرة واحدة مع اني اشك,0
2443,"@NicoleHajal برافوووووو نيكول .
هذا لبنان .",0
483,"@DimaSadek #كلنا_ديما_صادق
شاكرين لكم لإشهار الوطنيين الغير طائفين.. https://t.co/UgM0nqCSox",0
277,@DimaSadek عادي لانك حرة ولأنهم عبيد..,0
4455,"@Said71709716 @RaniaKaysar @DimaSadek لأنهم حوّلوا وزارات الدولة الى دكاكين 
وملكيات خاصة كلّ وزير بوزارته دون حسيب… https://t.co/R7EGoG3JpU",0
3117,"@Hsn_yzbk @moniabikhalil1 @DimaSadek والله ياحسن قلوبنا محروقه ع لبنان
لولا الحزب شو كان صار بالبلد!! ازا انا الفلس… https://t.co/TSRVJToJkY",0
1378,"@DimaSadek مادام بلشت تقولي حسن نصرالله بلا سيد...
هيدا الأسلوب بالحكي معروف وين مرجعه وانتي صار معروف وين مرجعك وقديش سعرك
#بس_هيك",0
1324,@berrynawal مبيضة طناجر درجة اولى,0
1310,@YumnaFawaz يا حياتي انتي صحافية! ما تكتبي شي قبل ما تتأكدي من صحة معلوماتك.. شيلي البوست الله يرضى عليكي ���� https://t.co/LtZEHzhi3l,0
1237,@DimaSadek عنجد زكيه كتيير https://t.co/RhRt0r14co,0
2036,@Jessicaazar مش انت على اساس قوات يعني منفهم منٌك هلٌق بطلتي صرت حراك مدني,0
1145,"@yumnafawaz يا ست يمنى ما حدا يضحك علينا
جبران باسيل أراد الذهاب إلى سوريا فقامت عليه عصابات ١٤ الشهر بأمر من السعودية. انتهى البيان",0
3737,"@DimaSadek ديما صادق هزت عرش ملوك الطواءف و الاحزاب و زلزلت الارض تحت تجار الدين و المقاومه بلبنان,",0
1152,@leb9610000 @DimaSadek @AkikiJoyce الله يلطف بالجميع,0
5014,@DimaSadek والله ضيعنا لانى هو ضايع بحياته ما حلم انو الشعب اللبناني سيثور يوما ضده وضد الضغات احبك أيها الشعب الأبي,0
3791,@DimaSadek مع إني ضد هالأسلوب بالحكي بس بتستاهلي صراحة,0
45,@RoroHMostafa1 @ahmadja21216444 @DimaSadek خلينالك لهضامي إلك ولثورة,0
4637,@DimaSadek شو دخل نجاح الثورة بقطع الطرقات وعرقلة اشغال الناس . في ناس رح تموت من الجوعلأنها مش عم تقدر تنزل عالشغل… https://t.co/NjsWQ6982Q,0
2134,@NicoleHajal اذا انتي عايشه بجونية و ضبية و مضطرة لحالة طارئة تروحي مستشفى!!؟ (ولادة مثلاً) كيف هيك؟ فسرلينا شوي يا احلى عالم انتي..,0
3653,@yumnafawaz اذا فهماتك هلقد بس هاي مشكلتك,0
2809,"@ali_silia @DimaSadek @washingtonpost @elopezgross احد الممولين لها والداعمين 
كمشناكي يا آدمية �����",0
5194,@DimaSadek #ديما_صادق إذا ترشحت في الإنتخابات النيابية القادمة فسوف تحقق نجاح كاسح #لبنان_ينتفض,0
5104,@NicoleHajal مبروك عليكي و عليهم بس خبرونا من وين التمويل,0
2425,@DimaSadek ست ديما قوليلي لي ما بتنزلي تغريدة ع هيدي الصورة؟؟؟انت مصدر اخبارنا ما بصير تخذلينا https://t.co/q4Kh2TriUq,0
1912,@NajemArze @AkikiJoyce @berrynawal @yumnafawaz @nakhleodaime @dargham مساء الأنوار يا ست الستات,0
3844,@DimaSadek الاهم سقط مشروع الخميني المذهبي الطائفي المتقاطع مع المشروع الصهيوني العنصري.,0
3815,"@DimaSadek 

طلعي امك بعديها حطيها بمطرح امن انا بفتحلا بيتي هي صاحبة البيت ونحنا ضيوف بيتي بطرابلس وبتكون أمي من ب… https://t.co/4S1GvOkLmo",0
538,@yumnafawaz يبدو  أنك  ما  بتحكي  وقائع   انت  بتحكي  احلام   ..  لما  بتفيقي  من  النوم  رح  نقلك  مش  صح  النوم.,0
354,@NicoleHajal لا، ولكن الجيش سيفتح الطرقات. من يريد ان يتظاهر، فليتظاهر في الساحات العامة وليس بقطع الطرقات. اسألي اهلك من كان يفعل ذلك؟,0
4829,"نوال برّي مراسلة من بلادي� خلّيكي قويّة متل ما انتِ و الله يكسر الإيد لنمدّت عليكي 
@berrynawal",0
2309,@freddy_lahoud @DimaSadek اكيد في قطبة مخفية !معقول تاركا الثورة والبراندز ومركزة عجبران لو بتخبرنا السنيورة وين هلاء بدنا منو ١١ مليار,0
2865,@fakihn @DimaSadek والمنظمة ما بدا مصاري يا زيكو متل المحكمة الدولية بعدو عم ندفع من مالنا,0
4407,نانسي السبع ما عارفة كيف بدها تفتن قد ما الشر والغل عامي عيونن بدون وعي قالت مجموعة مسلحة لترجع و تعتذر #نانسي السبع وحدة منن #لبنان_يتنفض,0
