ID,Text,Label
1706,يا خوفي تكون هالمظاهرات بدهم ياها تصير ليعجلو بتولّي شخص معين رئاسة الجمهورية بدلا من الشخص الحالي ...… https://t.co/F6abNXAStl,0
5047,@DimaSadek يا حمارة ما قال لن تسقط الحكومة شرشوحه وكذابة .روحي نضبي وربي ولادك بتقبلي بكرا يصيرو يعيطولن بالمدرسة ولاد الكذابة,1
4379,@DimaSadek الله يخليكي ديما صادق افضل اعلامية بلبنان.,0
758,"@yumnafawaz فيكي تاكلي خ ر ا يا مادموزيل يمنى الهبلة؟
وين الاعتداء عالمتظاهرين يا جحشة؟",1
1,@AhmadMoussaly @DimaSadek اي نحن ما منقبلها صرماية بإجرنا ...مبروك.ع راسكم,1
4108,@yumnafawaz @saadhariri ما زبطت معك as usual ! خيطي بغير مسلة,0
4398,@berrynawal يعطيكي العافية الحمدالله على سلامتك. مميزة دائما,0
1293,RT @zahraayaghi11: @abou3abbass @DimaSadek أهم شي هل شرشوحة @DimaSadek,1
3331,@DimaSadek انشالله منقبر قلبك كلنا �,1
288,@yumnafawaz فشرتي ياعميله ياام نص لسان,1
2883,@DimaSadek خلص يا بهيمه انت وحدي بلا دين راس فتنه انت,1
3503,@DimaSadek هول زعرانك با سافلة https://t.co/3NcvU74d38,1
3608,"@karmakhayat لبيسمع مبارح نانسي السبع من رياض الصلح 
نزلو الحزبيين مسلحين
سمر: سألتا مسلحين
ردة نانسي اااااههه يمكن… https://t.co/ykLTvN8CLI",0
4650,@yumnafawaz ع شو موحّمة الماما؟,0
2956,@DimaSadek عنجد أنت  معاقة جسدياً وفكرياً,1
4005,@DimaSadek طولي بالك بعدنا بي أول طريق يا دومدوم,0
2346,@DimaSadek ديما صادق انت بهيمة بكل معنى الكلمة، لأنك لاتعقلين. إنت من فئة الأنعام بل إنك أضل سبيلاً.  هل تعتبرين نف… https://t.co/zMURJwxNpq,1
4036,"RT @mohamadMidriss1: ديما صادق اشرف منكو ومن اللي خلفكو انتو اللي واطيين يا عبدت الفاسدين والحرامية
@DimaSadek ❤
#كلنا_ديما_صادق",0
1932,@DimaSadek جبران باسيل لبنان هو نفسه عاطف نجيب سوريا,0
2181,"@berrynawal اول شي يعطيكي العافية
تاني شي، كمان يعطيكي العافية و تضلي بهيدي الهمة متل ما دائماً عودتينا
 #لبنان_يتنفض 
✌️��✌️",0
1143,@DimaSadek الله يقويكم وينصركم ويحمي لبنان,0
5189,"@abbass_mokalled @DimaSadek @diyaahdr يا سيدي
الصحافة وسيلة للتعبير عن الاراء المطروحة والمشاركة في النقاش
وهي اي د… https://t.co/jIDKndy1bG",0
2136,@ANTOUN2222 @DimaSadek @EddeRoger لبنانيه بدعم سفارات أجنبيه ����,0
2295,@DimaSadek وقفي تحريض يا متذاكية,0
4840,@DimaSadek الجيش أشرف منك يا ديما الواطية,1
4190,"@DimaSadek السيد حسن نصرالله ان شاء الله بضل قاهرك وكايدك وإذا بدك لاعن بي لخلفك يِقطع عمرك ولك انضبي بقاااا .
كلن… https://t.co/oc6CSUa9C9",1
5112,@sabehnancy هيدا انت نانسي السبع هيك بس مش تلفزيون الجديد مش باقي المراسلين,0
2010,RT @GhotmiLina: @yumnafawaz @HA10452 لازم نسأل المراسلة أو يلي مفكرا حالا مراسلة شو عملها جبران باسيل حتى هلقد انحمقت أعصابك حبيبتي روقي رو…,0
2360,@yumnafawaz يمنى وقفي تحريض على حزب الله احسن ما يلحق فيك شتائم اكتر من ديما صادق ..خليكي محترمة .ونضبي.كلنا فينا نسوق امور ولعالم تصدقها ..,1
668,@DimaSadek وانتي كنتي موجوده لعرفتي كل هذه الاخبار,0
4815,@sanaMROWE123 @DimaSadek ما حدا غيرك راسو مكسور,1
2864,@DimaSadek رجعتي دشرتي يا ديما الواطيه,1
3068,@NicoleHajal لا لا نيكول صورة من اجتماع سابق بس انا عادة بستخدم صور على تويتر لتعرف الناس عن شو عم نحكي,0
770,@ATgrPdUBBtxZDhg @LBCI_NEWS @DimaSadek بلا كذب ريفي والنازحين المستأجرون ينتفضون,0
1564,@DimaSadek السيد حسن يا عاهرة!!,1
4970,@DimaSadek الله أكبر شو قوية ديما صادق تضرب بيد من حديد ���,0
486,@yumnafawaz @General_Aoun مين قلك انو حضرتك الشعب حكي عن حالك ��,0
73,@DimaSadek السيد اشرف رجل في العالم كلو اما الباقيين ماخصني فيهم شيلو السيد من هالمعادلة,0
1486,"@DimaSadek يا ريت تنشريلنا رقمك
 
لنتسلى عليكي بالتفلون",1
1129,@yumnafawaz @General_Aoun يخرب عقلك ما اشنعك �����,1
2510,@yumnafawaz امانة اكلتي سحسوح ولا ناطرة القتلة الاكبر ... اصبري عرزقك ���,1
3422,@yumnafawaz @DimaSadek القانون الاشتراعي من سنة ١٩٥٩ و لهلق ما عم ينعمل تعديلات بالقوانين الا اذا كانت بتخدم الطبقة السياسية الفاسدة,0
3379,@DimaSadek كنتي اسالي القضاة لما تستضيفيهم عندك عالعشا,0
626,@yumnafawaz انا اعتقد كان يقصد حراك العناصر الحزبية المشاغبة ضد ثورة الشعب اللبناني  المقهور...,0
3765,@DimaSadek شو خص الضاحية يا حيوانة,1
4403,@DimaSadek السيّد حسن نصرالله يا بلا أخلاق يا واطية  وتاني شي إذا قبرناكِ بالناقص عاهرة �,1
3624,"@DimaSadek مش غريب تحكي بمنطق رخيص اذا اهلك ما ادبوك نا تحترمي الناس اكيد الشارع ما بادبك. 
بنت شارع 

#الا-السيد",1
635,@DimaSadek انشالله بيقبر قلبك ومنخلص من سفاهتك,1
256,"@DimaSadek نرجع لبلدنا... حبيبتي ما هوي البلد إلنا
لبقدم ولادو شهدا فدا البلد ان كان ضد محاربة داعش او اسرائيل شو ب… https://t.co/l97fiC19nD",0
2858,RT @elias84k: @DimaSadek سدي بوزك يا #ديما_الواطية,1
438,@DimaSadek #كلنا_ديما_صادق #صوت_الشعب #صوت_الثورة ✌���♥️,0
3907,@berrynawal ست نوال رح تقبضوا معاشاتكم هل شهر ؟؟؟ او بس حارمين العالم تنزل ع اشغالها وتقعد بلا اكل,0
3979,"RT @NaderAsmar: بكل صراحة @LbciLebanon 
كانت وين ما كان ونقلت الصورة بكل موضوعية 
عنجد الLBCI #نحنا_معك
وكل مراسلين الLBCI يعطيكن الف عافية…",0
4850,"@kamelafahes2 @Malak1997K @DimaSadek واليوم بيطلعوا مناصرين حزبالله بقولوا خلص حركة امل صارت عبء
تعيشوا وتفوقوا �✋",0
3995,@feras_al_nibras @DimaSadek بتستقيل من الحياة وما بيستقيل فخامة الرئيس,0
245,#كلنا_ديما_صادق لأن #نصرالله_واحد_منهن ���بس هيك @DimaSadek,0
305,@newjabha1 @DimaSadek معروف اديش حقك خلص خرسي بقا,1
