ID,Text,Label
7400,"#chilhavisto Secondo me lo fanno di proposito a raccontare queste storie per farmi incazzare, porca puttana. Denunce su denunce INUTILI, che peggiorano solo la situazione perché fanno incazzare il marito che alla fine la uccide comunque.",0
113,"Gli attuali teenager, con le loro comitive e con le loro provocazioni, meriterebbero soltanto una compilation infinita di schiaffi.",0
1329,matrona incantevole,0
7320,@AndreA79zz @Arkos71 @fralittera Sei talmente cesso che a un concorso di merde neanche ti prenderebbero per Quanto sei in vantaggio lurida MERDA schifosa,0
1015,omaggiare donne,0
2395,fidanzate non dovrebbero essere tormentate,0
2817,mamme stimabili,0
5707,"Ma che poi perché noi donne dobbiamo soffrire ogni mese, chi l'ha deciso porca puttana.",0
4777,raga porca puttana non posso credere che domani finalmente vedrò Harry madonna se ci penso piango,0
1104,favorire fidanzata,0
9280,signore dovrebbero essere stimate,0
2051,mamma dovrebbe essere tutelata,0
2583,elogiare nonna,0
923,@FBiasin Ciò di cui non vi rendete conto è che non riuscite a vincere uno scudo neanche con questa che è una lontana parente della Juve! Una squadra che ha vinto una sola delle ultime 5 partite e che si è perso il conto di quante volte sia stata rimontata,0
5859,Immaginate i nostri giocare con questa mentalità porca puttana maledetta troia!!!,0
2513,fidanzate benevole,0
2521,donne gentili,0
4954,Porca troia..salta anche la preparazione..che merda porca puttana. Forza andreinooo daiii cazzo che ti aspettiamo!!!! https://t.co/CfFodDjak6,0
6153,Ma porca puttana solo ora vi accorgete di collina,0
1832,tutelare casalinga,0
1386,matrone incantevoli,0
5038,"@OfficialAllegri @nina_ju_ @OfficialAllegri Devi imparare a fare la formazione come Dio comanda, porca puttana! Togli quel cazzo di Buffon, basta con Barzagli! Dybala ammonito cambialo! Bentancur idem! I cambi vanno fatti in tempi utili CRISTO! E ricordat",0
5644,QUESTO NON È IN GRADO DI CORRERE MA BUTTATELO FUORI DALLA PISTA PORCA PUTTANA,0
6517,@andrea___182 Ma che cazzo diciamo raga il fatto è che #Gattuso non ha esperienza e sono un pò di partite che non ci sta capendo un cazzo formazione di merda #kalinic in campo Ma porca troia è da ritardati purtroppo manca il coraggio al nostro allenatore,0
2726,matrona dovrebbe essere celebrata,0
6620,ma porca troia ho scoperto che mia mamma ha fatto le foto al libricino in cui sono scritte tutte le password etc MA I CAZZI TUOI NO,0
6535,"Una parte di me pensa “vecchia sti ca, ma sei fortunata a non avere un pene, sennò a quest’ora l’avevi talmente consumato che c’avevi un pocky”E l’altra parte sta ancora urlando un rosario di luridate che eviterò di riportare.Porca puttana. https://t.co/qk6nIQQqSs",0
