ID,Text,Label
8941,zia generosa,0
799,"@francesco997453 Chi non sa conquistare le donne intelligenti e serie, poi cerca e trova il puttanone e ripassata.. E si crede virile ecc..",0
8250,apprezzare madri,0
2275,fidanzate non dovrebbero essere schifate,0
7621,Buongiorno dalla Sua umile lurida cagna@LadyTransGisela,0
1439,casalinghe non dovrebbero essere violentate,0
4929,Oddio raga cosa vuol dire Oddio Oddio Oddio non sono pronta Sono stata attaccata a Twitter tutt’oggi e appena me ne vado Louis posta questo porca puttana https://t.co/i8DnhReT4f,0
9354,preservare ragazze,0
1908,casalinga dovrebbe essere protetta,0
2766,morosa non dovrebbe essere molestata,0
5461,Dai ragazzi Garrison è un figlio di puttana infame ma di che cazzo stiamo parlando  #Amici17,0
2502,femmine stimabili,0
8890,piacere sposa,0
1958,fidanzata benevola,0
8019,signore non dovrebbero essere torturate,0
5296,Prof di educazione fisica: non si nomina il nome di Dio invano Sempre prof di educazione fisica: urla “porca puttana” in palestra,0
6687,"A @RuggeroCeglie sto a Liverpool a vede’ a maggica. Ho approfittato pe anna’ a saluta’ butterfly la culona. Te saluta tanto, dice che come suonavi tu la batteria manco quer rincoionito de Ringo Star.",0
5869,"Che partita meravigliosa sta giocando la Roma, porca puttana. Si gioca così in Champions. Non si molla un cazzo, fino all'ultimo. Che partita. Che partita meravigliosa.",0
6354,@CasaPound_TO Ma porca puttana verrà il giorno che ............È meglio non andare oltre.,0
1933,morosa bella,0
6769,Poi a me quando succede una cosa ci penso tutto il giorno porca puttana ma perché devo essere cosi,0
6465,"@stanzaselvaggia Non c’entra nulla con il gf ma trovo crudele aver trasmesso il video di Isabella Biagini ricoverata in un hospice per malati terminali, perché questo è l’Antea. Dove ognuno di noi ha visto morire una persona cara. Mia Mamma ❤️. #vergognat",0
6070,@iamcristinaf La sportività sta nel fatto che porca puttana è una squadra italiana che si è aperta il culo durante TUTTA la partita. Ma no le persone devono sempre parlare parlare parlare @juventusfc #RealJuve @gianluigibuffon,0
100,@bonucci_leo19 Cagati in mano e prenditi a schiaffi. Sti post te li infili nel culo!,0
9914,moglie divina,0
1367,morose dovrebbero essere onorate,0
755,@nadyroxy33 @MetaErmal E quando s'è preso a schiaffi perché non riusciva a tornare serio? Momenti epici! &#x1f606;,0
9859,adorare signora,0
2546,donne benevole,0
1770,mamma non dovrebbe essere molestata,0
911,"mi ricordo alla gita del quinto anno a barcellona volevamo pranzare e abbiamo trovato questo ristorante abbastanza carino, eravamo 6 in quel momento, uno dei camerieri ha spostato pure i tavoli per farci stare vicine, una cretina dice ""ma questo è marocchino, allora no ja -",0
7018,"Comunque il gp in culona, il cambio dell'ora, e niente ho cannato orario #AusGP",0
7214,"mi sta unfollowando gente senza motivo, porca puttana",0
2633,favorire compagna,0
7306,@MassimoFranchi @SI_sinistra Ma porca puttana...sti maledetti,0
1709,casalinghe belle,0
6850,@SYuliaSalazar Figli di porca puttana,0
4951,ALZATI FIGLIO DI UN GRAN PUTTANONE NON SIAMO IN ITALIA ROTTINCULO,0
5503,"raga stasera mi hanno rubato il telefono al bar quindi ecco, porca puttana la mia vita fa cagare",0
