ID,Text,Label
9391,signore ripugnanti,1
4239,@Imaqtlily Che troia che sei,1
1819,violentare femmine,1
1956,umiliare mamme,1
2616,matrone deficienti,1
4715,@Giuliettaxxx84 apri bene le gambe lurida troia... https://t.co/YVBxMIOzrv,1
8711,zia dovrebbe essere soppressa,1
4365,@MissMarjia Cazzo che figa che sei ti scoperei 5 volte al giorno,1
3104,"RT @f4t_ale: Quindi fra mezz'ora sono a casa dalla tettona malefica,la sorprendo con una merenda a base di sushi,poi attacco con delle sepp…",1
195,@cercomilf88 Sei una puttana che fotre i soldi&#x1f923;,1
9846,figlia inferiore,1
1875,mamme dovrebbero essere sterminate,1
7996,sposa dovrebbe essere soffocata,1
6968,#nonelarena La pornostar é in attesa di dire la sua! A Ciccioli`non ti basta quanto hai guadagnato in una vita da pompinara?,1
3631,@Lion18290125 Sei proprio un bel puttanone,1
2455,femmina abominevole,1
8570,signorine dovrebbero essere strangolate,1
2595,casalinghe sporche,1
3595,@AnnieslutXXX Che bella troia che sei,1
8944,madre fastidiosa,1
9560,lei dovrebbe essere soppressa,1
4633,Puttana la miseria Morali quanti schiaffi che ti darei. Cafona inqualificabile. #isola,1
3330,"@NandoPiscopo1 Ti sborro negli occhi"" cit. https://t.co/nObhWYACbd""",1
1902,ammazzare fidanzata,1
4323,"@AlfioKrancic Gli italiani sono tolleranti, non particolarmente pazienti singolarmente, ma come popolo sí. Alla lunga, siamo fortunati. Non siamo vendicativi. Siamo incapaci di odiare sul serio. Siamo mammoni e col cuore tenero. Facili alle lacrime. Emoti",1
3569,@tuttotuo63 tutto da cavalcare quel bel culone x ore e ore e ore,1
4575,"Ma con quella faccia da troia cosa vuoi fare"" cit""",1
6931,@bravimabasta Gran pezzo di figa,1
3847,@LivOfTheValley Che pezzo di figa ???,1
6914,@martina_1990 Bellissima ti scoperei volentieri,1
6924,"@Susy6781 Era una domanda. Comunque bel culo, me lo hai fatto venir duro.",1
3586,JJ prima mi si accozza sulle gambe e poi se mi sposto sbuffa.SCUSA SE NON POSSO PARALIZZARMI LE GAMBE PERCHÉ TU SEI CULONA,1
8028,ragazze non dovrebbero essere difese,1
2962,@carla_milf @luinonsospetta Gita fuori porta con te subito fuori la porta di casa ti inchiappetto e ti trombo e ti sborro sulle tette,1
2113,schifare femmine,1
1639,molestare mamma,1
133,MADONNA CHIATTONA TI MANGIO,1
3528,ah pensavo le dicesse“valentina tu stai così? vestita da puttanone” #amici17,1
7945,signorine dovrebbero essere uccise,1
3707,"con una persona che tutti conoscono""Per forza, è un puttanone la Moric?#GF15 #GrandeFratello""",1
1112,molestare fidanzate,1
9688,madri fastidiose,1
36,@sun_kissed37 @chilhavistorai3 A questa qui le darei tanti di quwlli schiaffi finché non si prendeva ..tutti i giorni dalla mattina alla sera..,1
1724,violentare fidanzate,1
7823,@MilaSpicola @pdnetwork Sbrigatevi a fare il colpo di stato con lo spreadaiutati dal minkion e dalla culona inchiavabile e dal napoletano con pannolonesenn anche lelettore piddiota vi sputa in faccia,1
3392,"@Fede98Moro siii, bravo, fai vedere la mia faccia da troia a tutti!!!!!",1
8588,ragazza dovrebbe essere massacrata,1
8085,zie fastidiose,1
2947,@GILDA31395269 ed io ti inculo carissima GILDA,1
7841,@grannycams Bella figa da scopare,1
3158,@jihowons jinhwan non la chiama bobhwan ma jinbob che mi ricorda un kebab ma comunque PORCA PUTTANA SUL SERIO IO TI A M O TI RICOPRO DI BOBHWAN TE LE SPAMMO A TUTTE LE ORE QUANDO VUOIII https://t.co/WDb166ew0O,1
7135,@biacam12 Ti sfonderei il tuo culo,1
9221,signore non dovrebbero essere apprezzate,1
3481,Come cazzo fai a parlare con quella puttana di springhao — e tu perché cazzo non ti fai i cazzi tuoi? al contrario tuo lei è una persona per bene. è bella e... https://t.co/dqVg8EdQcK,1
9565,lei fastidiosa,1
