ID,Text,Label
4892,SOLO 85 GIORNI MI SEPARANO DA DEMETRIA PERFEZIONE DEVONNE DEA LOVATO PORCA PUTTANA! #TellMeYouLoveMeTourBologna https://t.co/3XB3VKyZKE,0
3758,@GDenuncio @rcavalieri223 @serracchiani Questa e’ in continuo periodo mestruale !,1
5027,"come ogni anno è arrivato per me il momento del defollow, ci vediamo l'anno prossimo puttana scrofa lurida @ChampionsLeague",0
2090,martoriare fidanzata,1
9550,adorare zia,0
1666,elogiare fidanzata,0
2063,donne dovrebbero essere favorite,0
686,@bennicaterisano Statti zitta troia,1
7588,"@robertaci93 @stanzaselvaggia Ha perso una buona occasione per stare zitta, come sempre ?",1
8299,figlia dovrebbe essere assassinata,1
5536,Uno dei primi tempi più belli della stagione e siamo sotto porca di quella lurida troia ladra,0
3032,@CristinaGatti8 Ok io arrivo e ti inculo tutta mattina,1
6214,Raga però porca puttana ora partono sfavoriti al derby...,0
5406,"Va bene sta arrivando la primavera.Il sole, i fiori, gli uccellini nel cielo... Però porca puttana LE MOSCHE? ANCHE QUELLE?",0
1719,donna dovrebbe essere protetta,0
3911,@LinaFerris Ti scopo quelle tettone succose...fino a sborrarti in faccia...mentre con la mano ti sgrilletto la figa...e tu gridando come una cagna laverai la mia mano squirtando!!,1
6219,@RengaOfficial @THEVOICE_ITALY Dacci un po' di figa Renga! Che cazzo ce ne dobbiamo fare della schedina? #TVOI,0
8281,massacrare figlie,1
8901,signora dovrebbe essere strozzata,1
296,Quando ti guarda con quegli occhi da troia sottomessa è così eccitante...,1
2552,femmine non dovrebbero essere aiutate,1
3272,Una bionda milf troia e tettona: un mix esplosivo che mi ha fatto sborrare a fiumi #racconti #erotici https://t.co/bdLBDUMfSu,1
3026,"RT @marcoarchetti: Vedi quella culona? Sta leggendo Fabio Volo. Io non scrivo per lei. Avremo un pubblico ristretto, ma saremo riconoscibi…""",1
1824,femmine pessime,1
4105,Bella Moretti Chica Culona Lela Star https://t.co/XkjkjaH0NI,1
7382,"Ragazzi un secondo,porca puttana,siate meno ottusi. State dicendo che Emma e una stronza che rideva?! Ma seriamente dopotutto quello che glie è stato fatto,al punto di cambiare squadra, estraniata da tutti è stata solo che una signora nei confronti di Carmen. #Amici17",0
6198,Orca Troia io pensavo fosse un cantante sedicenne di chissà che stato degli USA e invece porca puttana è l’arbitro Il cipresso non ha funzionato a quanto pare https://t.co/RoYfUzIinr,0
3557,@chupamamiiii che pezzo di fica sei tettona e splendido culo,1
5366,@valterroberti Ma non avevi da fare figlio di una lurida puttana?,0
4614,@andriy7_ Viva la figa di legno ❤,1
1978,morosa dovrebbe essere tutelata,0
9920,mogli dovrebbero essere stimate,0
4101,@1111scihl Che pompinara vieni privato fammi pompino,1
3034,"@wanderinfra aah la preferisci acqua e sapone. io la preferisco più puttanone da combattimento, tipo così https://t.co/zjYCyCAb4e",1
1268,donna non dovrebbe essere favorita,1
4091,Ma il puttanone di fianco a Rush?,1
1817,compagna sorprendente,0
2773,coccolare compagne,0
1605,nonne ciccione,1
1859,matrona non dovrebbe essere sostenuta,1
1670,femmine deficienti,1
9412,zie detestabili,1
4672,"Il profondo fastidio che mi genera Anne Hathway con il suo essere bella, elegante, perfettina, magra e come se non bastasse tettona",1
9563,sposa superba,0
8623,lei superlativa,0
9106,ragazze non dovrebbero essere soppresse,0
