ID,Text,Label
4411,Tu gay hai na BC???,1
1729,Oi kutta a video q banae?ladki aese nahi hain.ladki itna ghatia nahi hain?,1
5054,"nirbhaya kaand un ladkiyon ke saath hona chaiye jo false rape case me ladko ko
fasati hai. saali randiyan.",1
5751,ek km kr lund lele randi ki bacchi saaali kutiya khi ki,1
5796,abey jana sali. mc ki . kuch bhi bhonk ri h. dekh le dhng se movie ko.,1
6131,teri chutia bato se kisi ko lund pharak ni padta hai chal nikal.,1
5837,"@racist billy hana madarchod  
bada time waste ho raha hai tera gandu  
bc 15, min tak baar baar comment padta hai mere , phir sochta hai kya reply du  
aur bc tum jaise logo ki vajah se aaj ye shabd feminism sahi meh gaali ban
gaya hai.  
you're not a feminist  
feminist fight over real causes  
they do social services for women  
they give ideas to the government which lead to a 24x7 helpline for women and
children  
they give ideas for forming a national commission of rights of women  
however you guys aren't feminists , you guys are man hating , pseudo-feminists  
tu ye bol kaise sakta hai tu feminist hai gandu  
tujhe sirf choot chaiye unn bewakoof ladkio ki jo iss host aur unn sabhi
illogical man hating ladkio jaisi hoti hai.  
time waste toh aise bol raha hai jaise ek comment maara ho  
gandu tere saare comments dekhe hai laudeya  
har jaga choot ki chaahat meh ek kutte ki tarah comment kiya hai tune",1
2546,"@डिजिटल लंड भक्त विकास प्राधिकरणmere bhai pahle video to dekh le topic to iske
bare me h hi ni aur jo so called feminist h na vo log ladkiyon ke aese alagh
alag logi se sex karne ko badhava de rhe h ye us bare me bola h usne",1
2169,"Pratik bhai rocks✌️  
Shuddh hindi mein liberals aur feminist ki maa chod di bhai ne😂😂😂",1
729,Bhaaaaaisaaaab gand maaaar ri🔥🔥🔥🤣🤣,1
1918,"Pahle [#Shehla](http://www.youtube.com/results?search_query=%23Shehla)_Rashid
ki Gaa[#d](http://www.youtube.com/results?search_query=%23d) maaro.. aadhi
Feministes ka peshaab khud hi nikal jayega..",1
6111,"chal chal aapne baap ko mat sikha ..........jhatu sa review ...lakshya
chaudhary ne gaand maar li teri...  
faminism is cancer...",1
672,pura Bollywood hi bekar he... pyar pyar lavd ka pyar,1
5339,"bhan ke lodo , mujh ye btao ki kis ki gaand main dndaa deya gya hai , yha pr
tum logo main se , mtlb kis ke sath hwa hai asa sb , bs tum ginti ke log
nikloo ge , or girls ke saath kitnee rape ho chuke hai , tum sb fuduu bo pta
kr lo , equality cheyee lodo ko , 🖕🖕🖕🖕🖕🖕🖕🏻🖕🏿🖕🏿 .... case kro court main ki koi
or asa kaanoon bnao jo galt na hone do kisee ke saath ,kaanoon htaye ye lodee
,,",1
4828,Gand fat jati hai 🤣🤣🤣🤣,1
5773,chup kar chinal,1
