ID,Text,Label
3361,<https://youtu.be/nNekk07Qt2g> bhi ye video zarur dekhna. please,0
3855,Video pura dekhiye sab jawab mil jayenge !,0
4398,ओ स्त्रा तुम भि friendship हाम्से lop करोगे?,0
1386,"Bhai mujhe to sbse jyada gussa Ayushmann Khurrana ki 'Andhadhunda' pr aa rhi
h, jisko pata nahi kin chutiya Board walo ne 'National Award' de diya😡  
Matlab ye log sarkar Ko bhi paisa khilate h!",0
2327,"@Eminem Vevo abey anpadh maa baap ki anpadh aulaad spelling barabar likh pehle
phir type kar saale anpadh low class gutterchaap ..",0
4052,"Bilkul right decision by army chief  
Kyuki ye log poori army ko khrab kr skte h",0
3364,"Bhai bahut badhiya kiya saala ush jaj ko bhi dhund ke maarna tha jisne yeh
kanoon banaya tha sbhi ladko ko ek hone ki jarurat hai pr kuch saale napunsak
hai jo aurato ki gulami krne ko tayaar baithe hai.",0
5783,left liberals secular ki gand jal kar aadi ho chuki hai bc 😂😂😂🤣,1
1027,Aaj Bhai form mein hai ..3 videos in a day..,0
1137,"Apney pay self reliant is the definition of mard, perfect!👍",0
5153,"kuch b krlo aurto ko jitni azadi kanoon ne de rakhi h na ye nhi hategi itti
asani se...ajkal pocso act ka bada khel chlra h bc admi kya kre mar jye kya
ab?  
un ladko ki zindgi ka itna time khrab hua vo kon bhrega aur ijjat kam hui vo
alg..ldki relation m hti h phr glt kaam krleti h pkde gye to usi ladke p
ilzaam waah acha chutiyapa h..",1
2525,Sali Ko mar do,0
4518,"Agar hum homosexual ko allow karte hain to ho skata hai ki unki wajah se
indian army me kuch galat result aa sakte hain unke liye..dusra agar esa hua
to unke liye desh bhakti se jyada apni self respect jyada impo ho jayegi..me
unki desh bhakti pe sawal nahi utha raha or naahi me indian army ki kabiliyat
pe utha raha hunn.. but fir be humare indian army kaafi time tak apni wives se
door rehate hain to unke character pe impact pad sakta hai..or issw unki
efficiency pe fark pad sakta hai...haan agar unko separately se accomendations
, facilities , trainig provide karayi jaaye to possible hai...",1
3670,Aaj dekh k aaya. Abhi tk dimaag se nhi nikl rha hai.,0
5747,yeh channel band krwado bc nikalo isko kuch bhi galat salat,1
229,"Maine 10 saal se ek bhi bollywood movie nhi dekhi, sirf Hollywood movie dekhta
hu. Mai abhi 20 saal ka hu",0
3066,Bhai tu english me hi puri conversation kr le..,0
1508,Like thoko Mera birthday hai,0
4614,Oooh satri.... Maa chuda chal,1
6075,chanda utha k maaro iss chudail ko...saali nasamajh r..di,1
2300,Ha ha ha phaad diya sir 😂😂👍,0
1870,98.2% fake dowry case 73.3% false rape cases in India NCRB k mutabik,0
5624,"please feminist apni gand kahin aur marwao....hum bol rahe hain apni m@#@ mat
ch@#@",1
3673,"Aajkal chutiyea jinko Kabhi Ladki Nahi Mili, Wo video Bna Bna k Apna
frustration Nikal rhe hain.",0
4279,Inki maa ki chut,1
204,apne awqaat main aahigiya akher main,0
4542,Masta bola bhai,0
1439,Bilkul Bhai absolutely sahi....Mera bhi dimag kharab hota hai,0
1967,Mtlb tic toc wale army join nhi kr sakte😅,0
1461,"Ye chutia kapil ratta maar ke aaya h isko apna hi raag gaana h ye bhosdi wala
kanhaiya ka kutta lagta h",1
1362,Ye log idolatry karne ke liye promote kr rahe hai,0
2736,no feminists ki aukat dikhai h bs 🙃,0
921,"Zero, judwa2,Thugs, bharat,Race3, harry met Sejal jaisi ghatiya films se
hazarGuna best hai Section 375, Article 15, Jolly LLB jaise kuch acchi filme
jo logon ko Zindagi ki Asliyat dekhate hai.  
Aise movies kohi awards milna chahiye. Naki SoCalled Star aur StarKids ke
filmon ko???",0
686,Mass hypnotism chal Raha he,0
440,"Galat kuch v nhi that movie Mai bas ek do baat ki skool college ke pehle din
jaan na pehchaan kisi larki ko Bina pooche kiss kar Lena ..  
Ya far film ka shahrukh Khan ban ke larki ko jabardasti patana..  
If this is liberal or feminism for u than believe me u r not rightest. But you
are fucking sychopath..!!!",0
2071,Bhai ne puri movie rat li hai...,0
1025,ha the lallantop wala hai librl,0
3260,@RAHUL SHARMA sorry bro maine gali di apko. mai abhi use delete krta hu.,0
227,Shahid Khan Gangs of Wasseypur wla h 🤣🤣,0
899,"Bhai Love you  
Aapne life ko dekhne ka nazariya badal diya",0
128,@Ali Khan MUJHE TOH REPLY DEDO,0
380,Bhai ye Tiktok kya hota hai..,0
5814,tatti critics hai tu likhke lele 💯,0
2880,"Maine video ki ending me jo baat Kahi hai vo suniye... Galat to bahot sari
bate ho Rahi hai...  
hamare Desh me to har dusri tisri film me Criminals & Terrorists Ko glorify
Kiya jata hai... Kya kar sakte hai ?",0
2652,MEETHA 😁😀,0
4590,@Silly Brawler Gand tujhe marwana hai aur adress mujse mang raha hai.,1
1717,"Aap sirf Hollywood ki hindi me dubbed Hoke aati he wahi movie ya web series ka
raview kiya karo kyo ki india me 80 % log hindi dubbed movie hi dekhte he",0
1255,Accha kaha bipin rawat sahab ne...,0
3501,Ye log ab khulle me sex karenge pehle private mai karte the,0
2274,Bhadiya ek dum mast,0
